λ,Curve-1_E
668.994,35.1665
669.075,40.6356
669.157,46.125
669.238,47.7257
669.32,59.0632
669.401,36.9739
669.483,24.5526
669.564,30.6311
669.646,35.0335
669.728,28.774
669.809,63.2301
669.891,48.4699
669.972,35.6778
670.054,56.5606
670.135,44.365
670.217,24.7893
670.298,47.838
670.38,30.1644
670.461,43.2938
670.543,36.9783
670.625,31.2687
670.706,20.1837
670.788,51.9045
670.869,54.056
670.951,40.5557
671.032,57.3822
671.114,42.6267
671.195,46.3921
671.277,45.7823
671.358,46.1289
671.44,34.5681
671.521,32.6445
671.603,23.5693
671.684,57.2739
671.766,45.1487
671.847,42.5841
671.929,31.822
672.01,36.0335
672.092,41.8276
672.173,36.7639
672.255,33.8877
672.336,29.9112
672.418,37.0007
672.499,42.701
672.581,26.8103
672.662,34.6431
672.744,40.0815
672.825,43.0445
672.907,45.1057
672.988,35.2151
673.07,33.5663
673.151,45.3424
673.233,34.4346
673.314,45.8091
673.396,31.0748
673.477,46.9547
673.559,40.4689
673.64,28.4506
673.722,42.7588
673.803,55.5385
673.885,57.9013
673.966,44.7673
674.047,43.9188
674.129,43.7236
674.21,33.6145
674.292,46.8922
674.373,42.4007
674.455,42.8364
674.536,31.0368
674.618,36.4173
674.699,37.8416
674.781,42.3896
674.862,28.3626
674.943,41.2455
675.025,29.7382
675.106,45.4295
675.188,47.8197
675.269,30.0059
675.351,52.036
675.432,72.0139
675.514,39.13
675.595,27.1098
675.676,41.5418
675.758,24.7209
675.839,32.8224
675.921,44.3998
676.002,44.0266
676.084,34.2592
676.165,43.2557
676.246,30.201
676.328,27.1319
676.409,41.1995
676.491,24.7914
676.572,40.2661
676.653,34.9224
676.735,56.3399
676.816,36.8005
676.898,38.6581
676.979,38.0515
677.06,61.3355
677.142,6.29485
677.223,35.5425
677.305,46.6454
677.386,52.1222
677.467,39.8821
677.549,33.6309
677.63,15.96
677.712,25.2149
677.793,23.1545
677.874,35.1599
677.956,17.8422
678.037,48.7407
678.119,25.3275
678.2,23.3684
678.281,27.6619
678.363,41.0797
678.444,33.6568
678.525,29.4313
678.607,23.2664
678.688,24.5884
678.77,35.9864
678.851,14.064
678.932,54.1781
679.014,17.8529
679.095,40.2927
679.176,0.206418
679.258,45.4258
679.339,27.3092
679.42,16.3847
679.502,29.2213
679.583,32.694
679.664,22.9776
679.746,27.4884
679.827,40.6729
679.909,35.5543
679.99,40.5725
680.071,24.5267
680.153,23.1388
680.234,28.8875
680.315,29.8849
680.397,40.5202
680.478,36.0952
680.559,36.519
680.641,14.7836
680.722,36.4815
680.803,34.2409
680.885,37.3376
680.966,17.8111
681.047,23.4537
681.128,35.7093
681.21,36.9399
681.291,30.6907
681.372,32.2735
681.454,25.9789
681.535,24.9545
681.616,59.5685
681.698,37.0095
681.779,31.5391
681.86,15.3396
681.942,46.2424
682.023,23.7114
682.104,36.7223
682.186,49.6109
682.267,36.9797
682.348,4.02903
682.429,1.83766
682.511,30.6161
682.592,16.6313
682.673,1.59516
682.755,22.82
682.836,33.3995
682.917,42.7795
682.998,14.6973
683.08,31.1933
683.161,44.5165
683.242,33.8568
683.324,25.8824
683.405,24.1295
683.486,28.1897
683.567,14.5797
683.649,28.797
683.73,6.6922
683.811,45.0438
683.892,24.4261
683.974,10.6159
684.055,54.3618
684.136,38.6216
684.217,30.671
684.299,45.5328
684.38,30.0519
684.461,33.7336
684.542,35.8889
684.624,17.8481
684.705,11.9937
684.786,33.3963
684.867,38.7211
684.949,35.1611
685.03,22.4916
685.111,44.1341
685.192,42.0478
685.274,34.9442
685.355,32.498
685.436,16.6431
685.517,65.7036
685.599,53.3978
685.68,26.0571
685.761,39.1912
685.842,14.6788
685.923,20.4787
686.005,30.0118
686.086,18.419
686.167,16.6355
686.248,20.1076
686.33,38.8745
686.411,30.4477
686.492,33.4172
686.573,32.0702
686.654,34.5118
686.736,0.0
686.817,34.161
686.898,37.9159
686.979,30.9668
687.06,43.2171
687.142,27.57
687.223,37.5495
687.304,32.1388
687.385,38.0723
687.466,31.9642
687.548,55.1868
687.629,43.8033
687.71,20.7829
687.791,17.8809
687.872,35.4268
687.953,17.8262
688.035,15.1539
688.116,9.80119
688.197,27.7129
688.278,32.0562
688.359,41.5663
688.441,52.9588
688.522,21.2467
688.603,28.3294
688.684,18.4416
688.765,29.1985
688.846,58.4197
688.928,26.6431
689.009,37.2594
689.09,11.8711
689.171,2.45619
689.252,36.2968
689.333,23.2408
689.414,36.2297
689.496,25.5741
689.577,23.6409
689.658,18.4583
689.739,7.81472
689.82,36.9206
689.901,15.5818
689.982,25.7014
690.064,26.6601
690.145,38.3204
690.226,26.4196
690.307,17.7859
690.388,26.5448
690.469,18.2939
690.55,27.6975
690.632,24.8211
690.713,24.5155
690.794,30.4814
690.875,30.2574
690.956,18.1318
691.037,22.7248
691.118,21.0106
691.199,31.1735
691.28,6.61619
691.362,17.173
691.443,26.6796
691.524,17.1805
691.605,31.7071
691.686,14.1855
691.767,24.302
691.848,45.1055
691.929,42.0699
692.01,31.7504
692.091,18.1312
692.173,21.6514
692.254,25.1516
692.335,19.4164
692.416,0.0
692.497,62.1457
692.578,34.8768
692.659,35.1065
692.74,28.8268
692.821,25.6378
692.902,17.4509
692.983,41.0945
693.065,30.1503
693.146,29.4696
693.227,18.4969
693.308,9.55929
693.389,45.3138
693.47,35.463
693.551,31.4674
693.632,13.2574
693.713,44.1659
693.794,23.4714
693.875,17.6608
693.956,23.8365
694.037,16.5577
694.118,28.6149
694.199,16.3502
694.28,23.4684
694.362,38.9925
694.443,36.8734
694.524,14.0617
694.605,30.2523
694.686,15.5955
694.767,30.746
694.848,40.4128
694.929,23.0003
695.01,50.317
695.091,17.9434
695.172,6.55058
695.253,12.3374
695.334,10.1648
695.415,21.0254
695.496,12.7722
695.577,32.1138
695.658,17.8253
695.739,32.9232
695.82,51.1214
695.901,30.0709
695.982,29.9487
696.063,28.902
696.144,23.5373
696.225,19.8881
696.306,22.6849
696.387,26.3848
696.468,35.7197
696.549,47.4636
696.63,22.5795
696.711,5.54899
696.792,25.1441
696.873,16.91
696.954,29.3328
697.035,25.0122
697.116,24.1089
697.197,9.18833
697.278,31.8727
697.359,26.6716
697.44,17.9571
697.521,19.0768
697.602,29.3291
697.683,30.731
697.764,9.05436
697.845,24.8208
697.926,17.4091
698.007,17.7213
698.088,30.4952
698.169,20.1614
698.25,22.1009
698.331,33.2173
698.412,25.0021
698.493,18.4335
698.574,34.7948
698.655,18.7908
698.736,41.171
698.817,26.9202
698.898,11.085
698.979,33.5219
699.06,34.3535
699.141,47.4581
699.221,23.165
699.302,25.0031
699.383,16.4101
699.464,10.4413
699.545,22.6357
699.626,14.1419
699.707,24.6765
699.788,34.0014
699.869,19.2118
699.95,34.9378
700.031,19.0492
700.112,37.8078
700.193,20.9687
700.274,16.8372
700.355,28.3545
700.436,31.0517
700.516,19.5303
700.597,35.4764
700.678,21.7094
700.759,20.5669
700.84,24.3217
700.921,1.1068
701.002,27.281
701.083,31.5449
701.164,10.2855
701.245,12.1137
701.326,11.0654
701.407,23.0421
701.487,25.3602
701.568,20.6641
701.649,18.703
701.73,14.7927
701.811,13.9468
701.892,33.6006
701.973,19.137
702.054,13.3395
702.135,6.85223
702.215,17.696
702.296,27.1944
702.377,28.0462
702.458,45.8405
702.539,34.5407
702.62,14.5528
702.701,0.0
702.782,10.7095
702.863,6.89416
702.943,0.0
703.024,0.0
703.105,0.960606
703.186,0.0
703.267,0.0
703.348,15.8035
703.429,0.0
703.509,0.0
703.59,0.0
703.671,0.0
703.752,0.0
703.833,0.0
703.914,0.0
703.995,0.0
704.075,0.0
704.156,0.0
704.237,0.0
704.318,0.0
704.399,0.0
704.48,0.0
704.561,0.0
704.641,0.0
704.722,0.0
704.803,0.0
704.884,0.0
704.965,0.0
705.046,0.0
705.126,0.0
705.207,0.0
705.288,0.0
705.369,0.0
705.45,0.0
705.531,0.0
705.611,0.0
705.692,0.0
705.773,0.0
705.854,0.0
705.935,0.0
706.015,0.0
706.096,0.0
706.177,0.0
706.258,0.0
706.339,0.0
706.419,0.0
706.5,0.0
706.581,0.0
706.662,0.0
706.743,0.0
706.823,0.0
706.904,0.0
706.985,0.0
707.066,0.0
707.147,0.0
707.227,0.0
707.308,0.0
707.389,0.0
707.47,0.0
707.551,0.0
707.631,0.0
707.712,0.0
707.793,0.0
707.874,0.0
707.954,0.0
708.035,0.0
708.116,0.0
708.197,0.0
708.277,0.0
708.358,0.0
708.439,0.0
708.52,0.0
708.601,0.0
708.681,0.0
708.762,0.0
708.843,0.0
708.924,0.0
709.004,0.0
709.085,0.0
709.166,0.0
709.247,0.0
709.327,0.0
709.408,0.0
709.489,0.0
709.569,0.0
709.65,0.0
709.731,0.0
709.812,0.0
709.892,0.0
709.973,0.0
710.054,0.0
710.135,0.0
710.215,0.0
710.296,0.0
710.377,0.0
710.457,0.0
710.538,0.0
710.619,0.0
710.7,0.0
710.78,0.0
710.861,0.0
710.942,0.0
711.022,0.0
711.103,0.0
711.184,0.0
711.265,0.0
711.345,0.0
711.426,0.0
711.507,0.0
711.587,0.0
711.668,0.0
711.749,0.0
711.829,0.0
711.91,0.0
711.991,0.0
712.072,0.0
712.152,0.0
712.233,0.0
712.314,0.0
712.394,0.0
712.475,0.0
712.556,0.0
712.636,0.0
712.717,0.0
712.798,0.0
712.878,0.0
712.959,0.0
