λ,Curve-1_E
533.333,4774.44
533.417,4765.16
533.501,4711.98
533.586,4653.6
533.67,4657.09
533.754,4582.58
533.838,4558.44
533.923,4538.82
534.007,4568.04
534.091,4488.54
534.175,4451.98
534.26,4433.44
534.344,4395.29
534.428,4348.36
534.513,4275.3
534.597,4321.6
534.681,4290.01
534.765,4175.74
534.85,4237.1
534.934,4191.42
535.018,4190.63
535.102,4158.58
535.187,4090.08
535.271,4138.81
535.355,4035.49
535.439,3977.72
535.523,3967.94
535.608,3970.72
535.692,3935.23
535.776,3933.04
535.86,3913.42
535.945,3879.55
536.029,3803.48
536.113,3800.62
536.197,3872.58
536.282,3769.57
536.366,3767.38
536.45,3714.21
536.534,3710.71
536.618,3731.67
536.703,3696.47
536.787,3626.36
536.871,3671.52
536.955,3636.67
537.039,3596.62
537.124,3591.24
537.208,3628.52
537.292,3623.05
537.376,3575.23
537.46,3548.3
537.545,3566.43
537.629,3522.59
537.713,3544.27
537.797,3512.75
537.881,3482.59
537.966,3549.41
538.05,3481.62
538.134,3470.38
538.218,3526.78
538.302,3479.46
538.386,3524.78
538.471,3508.01
538.555,3543.4
538.639,3490.59
538.723,3513.3
538.807,3435.56
538.892,3487.06
538.976,3457.39
539.06,3461.83
539.144,3501.75
539.228,3465.17
539.312,3510.58
539.397,3501.7
539.481,3455.6
539.565,3477.15
539.649,3523.07
539.733,3525.25
539.817,3517.32
539.901,3534.98
539.986,3579.96
540.07,3552.34
540.154,3690.29
540.238,3578.46
540.322,3557.97
540.406,3615.24
540.49,3635.75
540.575,3645.98
540.659,3637.54
540.743,3658.28
540.827,3673.02
540.911,3720.17
540.995,3711.5
541.079,3753.47
541.163,3768.32
541.248,3747.3
541.332,3845.09
541.416,3890.81
541.5,3829.6
541.584,3840.66
541.668,3874.99
541.752,3912.79
541.836,3958.06
541.921,4050.86
542.005,3964.84
542.089,4067.3
542.173,4043.84
542.257,4140.75
542.341,4125.06
542.425,4115.84
542.509,4181.66
542.593,4252.81
542.677,4270.93
542.762,4283.54
542.846,4311.26
542.93,4347.56
543.014,4407.58
543.098,4398.17
543.182,4460.15
543.266,4499.64
543.35,4525.38
543.434,4581.15
543.518,4593.56
543.602,4630.99
543.686,4601.83
543.771,4689.98
543.855,4817.19
543.939,4824.84
544.023,4783.62
544.107,4891.46
544.191,4906.12
544.275,4922.51
544.359,5017.18
544.443,5099.59
544.527,5063.16
544.611,5182.53
544.695,5282.37
544.779,5302.49
544.863,5324.55
544.947,5393.66
545.031,5452.5
545.115,5507.39
545.2,5518.4
545.284,5555.24
545.368,5638.44
545.452,5729.78
545.536,5774.29
545.62,5819.91
545.704,5882.66
545.788,5908.91
545.872,6025.36
545.956,6035.76
546.04,6095.59
546.124,6220.25
546.208,6277.13
546.292,6412.91
546.376,6401.06
546.46,6468.25
546.544,6508.73
546.628,6597.35
546.712,6661.93
546.796,6710.85
546.88,6812.79
546.964,6787.72
547.048,6917.37
547.132,7039.15
547.216,7024.75
547.3,7137.01
547.384,7107.28
547.468,7297.29
547.552,7334.47
547.636,7384.26
547.72,7488.67
547.804,7507.46
547.888,7637.52
547.972,7623.63
548.056,7676.01
548.14,7796.89
548.224,7803.64
548.308,7879.86
548.392,7901.68
548.476,7973.2
548.56,7860.07
548.644,7931.39
548.728,8005.79
548.812,7955.53
548.896,8048.73
548.98,8083.3
549.064,8093.91
549.148,8063.43
549.232,8069.8
549.316,7953.33
549.4,8005.9
549.484,7933.36
549.568,7996.18
549.652,7822.9
549.736,7834.05
549.819,7735.79
549.903,7701.97
549.987,7700.01
550.071,7581.23
550.155,7449.12
550.239,7548.21
550.323,7346.74
550.407,7262.55
550.491,7303.17
550.575,7213.85
550.659,7068.18
550.743,7071.23
550.827,7004.74
550.911,6854.43
550.995,6839.35
551.079,6689.5
551.162,6601.24
551.246,6471.13
551.33,6458.9
551.414,6398.29
551.498,6326.14
551.582,6191.53
551.666,6196.78
551.75,6080.33
551.834,5969.01
551.918,5913.35
552.002,5785.17
552.086,5708.49
552.17,5649.02
552.253,5589.67
552.337,5509.7
552.421,5455.02
552.505,5367.29
552.589,5339.62
552.673,5158.16
552.757,5137.19
552.841,5081.32
552.925,4946.66
553.008,4920.62
553.092,4846.74
553.176,4781.18
553.26,4740.14
553.344,4674.23
553.428,4579.62
553.512,4490.97
553.596,4430.17
553.68,4326.13
553.763,4284.53
553.847,4227.37
553.931,4188.33
554.015,4172.88
554.099,4009.61
554.183,4044.73
554.267,3929.37
554.351,3825.95
554.434,3866.74
554.518,3809.91
554.602,3712.07
554.686,3744.66
554.77,3671.72
554.854,3603.78
554.938,3611.75
555.021,3537.22
555.105,3487.6
555.189,3419.35
555.273,3375.64
555.357,3419.18
555.441,3339.43
555.524,3273.0
555.608,3225.01
555.692,3218.65
555.776,3177.1
555.86,3096.51
555.944,3085.21
556.027,3055.36
556.111,3030.56
556.195,3011.97
556.279,2917.9
556.363,2925.92
556.447,2916.35
556.53,2876.61
556.614,2836.4
556.698,2800.25
556.782,2846.18
556.866,2737.32
556.949,2694.27
557.033,2691.49
557.117,2696.08
557.201,2658.79
557.285,2621.9
557.369,2646.87
557.452,2616.81
557.536,2548.95
557.62,2539.4
557.704,2546.59
557.788,2489.98
557.871,2497.42
557.955,2430.82
558.039,2452.04
558.123,2446.04
558.206,2391.9
558.29,2407.51
558.374,2339.77
558.458,2382.25
558.542,2327.85
558.625,2268.37
558.709,2267.28
558.793,2293.99
558.877,2195.63
558.961,2241.85
559.044,2183.35
559.128,2168.2
559.212,2181.49
559.296,2146.79
559.379,2130.21
559.463,2079.25
559.547,2101.04
559.631,2079.28
559.714,2004.61
559.798,2039.79
559.882,2051.85
559.966,1993.28
560.049,2003.43
560.133,1981.45
560.217,1943.29
560.301,1960.24
560.384,1924.12
560.468,1873.62
560.552,1943.51
560.636,1898.02
560.719,1851.57
560.803,1852.07
560.887,1832.4
560.971,1799.29
561.054,1797.43
561.138,1807.44
561.222,1739.68
561.305,1774.01
561.389,1743.01
561.473,1730.14
561.557,1740.31
561.64,1725.37
561.724,1745.38
561.808,1743.84
561.892,1716.57
561.975,1637.37
562.059,1646.63
562.143,1641.27
562.226,1648.1
562.31,1636.19
562.394,1617.82
562.477,1650.87
562.561,1604.2
562.645,1573.05
562.729,1618.32
562.812,1599.67
562.896,1586.62
562.98,1596.99
563.063,1547.18
563.147,1585.27
563.231,1530.77
563.314,1536.72
563.398,1542.4
563.482,1524.05
563.565,1523.12
563.649,1570.87
563.733,1513.06
563.817,1530.8
563.9,1540.69
563.984,1496.33
564.068,1519.89
564.151,1518.02
564.235,1532.57
564.319,1511.08
564.402,1507.52
564.486,1488.24
564.57,1466.16
564.653,1480.17
564.737,1515.53
564.821,1513.04
564.904,1453.11
564.988,1514.76
565.071,1532.99
565.155,1497.1
565.239,1459.38
565.322,1518.67
565.406,1498.66
565.49,1530.98
565.573,1520.6
565.657,1506.01
565.741,1534.25
565.824,1516.56
565.908,1504.05
565.992,1483.81
566.075,1541.34
566.159,1538.05
566.242,1540.59
566.326,1555.84
566.41,1523.29
566.493,1511.78
566.577,1558.86
566.661,1547.66
566.744,1543.84
566.828,1579.8
566.911,1539.41
566.995,1548.49
567.079,1526.26
567.162,1571.91
567.246,1520.32
567.329,1584.57
567.413,1574.16
567.497,1575.22
567.58,1565.7
567.664,1606.32
567.747,1587.62
567.831,1566.17
567.915,1563.66
567.998,1577.55
568.082,1572.38
568.165,1592.66
568.249,1633.67
568.333,1581.31
568.416,1648.94
568.5,1597.71
568.583,1657.71
568.667,1656.22
568.751,1633.22
568.834,1639.1
568.918,1639.8
569.001,1676.38
569.085,1670.26
569.168,1676.5
569.252,1768.42
569.336,1721.01
569.419,1681.76
569.503,1733.19
569.586,1745.67
569.67,1749.99
569.753,1748.78
569.837,1824.41
569.92,1766.46
570.004,1746.2
570.088,1768.73
570.171,1848.47
570.255,1793.11
570.338,1856.16
570.422,1790.21
570.505,1860.96
570.589,1893.06
570.672,1877.9
570.756,1857.09
570.839,1886.28
570.923,1920.47
571.007,1947.2
571.09,1947.28
571.174,2004.45
571.257,1945.9
571.341,2018.1
571.424,1969.73
571.508,2022.18
571.591,1995.36
571.675,2067.98
571.758,2072.83
571.842,2098.08
571.925,2112.15
572.009,2121.34
572.092,2130.65
572.176,2186.91
572.259,2125.16
572.343,2202.27
572.426,2246.02
572.51,2290.2
572.593,2258.28
572.677,2269.07
572.76,2260.2
572.844,2279.66
572.927,2322.89
573.011,2314.37
573.094,2334.88
573.178,2361.22
573.261,2406.84
573.345,2409.79
573.428,2414.43
573.512,2421.6
573.595,2468.73
573.679,2494.85
573.762,2497.31
573.846,2471.83
573.929,2523.86
574.013,2523.62
574.096,2534.05
574.18,2547.5
574.263,2579.63
574.347,2567.42
574.43,2623.78
574.514,2614.67
574.597,2625.49
574.68,2590.86
574.764,2578.96
574.847,2641.27
574.931,2594.07
575.014,2626.18
575.098,2575.67
575.181,2601.96
575.265,2576.07
575.348,2568.13
575.432,2561.15
575.515,2571.72
575.598,2508.39
575.682,2533.34
575.765,2511.28
575.849,2468.76
575.932,2494.05
576.016,2526.56
576.099,2447.28
576.182,2451.45
576.266,2480.99
576.349,2400.03
576.433,2396.15
576.516,2388.57
576.6,2359.24
576.683,2344.27
576.766,2340.34
576.85,2316.05
576.933,2281.67
577.017,2261.59
577.1,2311.13
577.184,2225.74
577.267,2191.0
577.35,2161.64
577.434,2191.75
577.517,2192.48
577.601,2166.33
577.684,2155.44
577.767,2056.0
577.851,2045.38
577.934,2070.55
578.018,2044.09
578.101,1997.19
578.184,1994.4
578.268,1981.91
578.351,1911.44
578.435,1884.28
578.518,1886.0
578.601,1872.72
578.685,1829.25
578.768,1856.34
578.851,1815.55
578.935,1774.59
579.018,1766.24
579.102,1763.09
579.185,1688.29
579.268,1724.15
579.352,1659.31
579.435,1672.02
579.518,1647.14
579.602,1646.5
579.685,1576.31
579.768,1597.6
579.852,1565.45
579.935,1555.38
580.019,1536.2
580.102,1565.7
580.185,1512.03
580.269,1508.72
580.352,1463.96
580.435,1449.87
580.519,1435.65
580.602,1430.57
580.685,1444.16
580.769,1377.67
580.852,1404.17
580.935,1395.96
581.019,1343.94
581.102,1338.03
581.185,1307.2
581.269,1355.63
581.352,1272.3
581.435,1249.62
581.519,1256.53
581.602,1292.34
581.685,1223.23
581.769,1245.1
581.852,1177.21
581.935,1192.39
582.019,1181.36
582.102,1162.85
582.185,1108.55
582.269,1125.49
582.352,1130.54
582.435,1153.55
582.518,1153.99
582.602,1130.15
582.685,1101.79
582.768,1130.76
582.852,1099.79
582.935,1086.54
583.018,1058.32
583.102,1013.35
583.185,1038.15
583.268,1041.5
583.351,1007.29
583.435,1003.3
583.518,1013.13
583.601,1004.96
583.685,995.455
583.768,992.289
583.851,948.687
583.934,924.095
584.018,952.004
584.101,947.725
584.184,928.872
584.267,909.413
584.351,923.144
584.434,953.778
584.517,945.152
584.601,921.637
584.684,884.265
584.767,891.699
584.85,866.339
584.934,883.9
585.017,872.633
585.1,845.746
585.183,889.287
585.267,846.603
585.35,834.655
585.433,833.546
585.516,800.483
585.6,829.952
585.683,843.089
585.766,804.383
585.849,782.941
585.933,783.26
586.016,799.227
586.099,778.938
586.182,769.085
586.266,785.853
586.349,752.831
586.432,759.665
586.515,753.962
586.598,744.65
586.682,716.708
586.765,720.883
586.848,682.694
586.931,727.168
587.015,720.964
587.098,712.883
587.181,740.441
587.264,668.218
587.347,706.721
587.431,681.309
587.514,690.84
587.597,665.165
587.68,656.713
587.763,666.561
587.847,647.45
587.93,638.526
588.013,679.126
588.096,635.462
588.179,663.786
588.263,637.801
588.346,630.536
588.429,613.893
588.512,613.437
588.595,624.89
588.678,596.494
588.762,621.941
588.845,619.794
588.928,610.301
589.011,567.643
589.094,566.762
589.178,582.236
589.261,612.072
589.344,565.319
589.427,593.948
589.51,569.676
589.593,585.497
589.677,562.829
589.76,545.343
589.843,574.553
589.926,543.81
590.009,535.938
590.092,574.043
590.176,533.106
590.259,556.181
590.342,560.887
590.425,549.438
590.508,553.142
590.591,536.807
590.674,544.212
590.758,539.457
590.841,540.608
590.924,512.997
591.007,504.933
591.09,503.815
591.173,507.624
591.256,526.899
591.339,547.855
591.423,524.4
591.506,499.267
591.589,497.548
591.672,480.568
591.755,472.722
591.838,520.745
591.921,483.718
592.004,503.986
592.088,496.929
592.171,479.965
592.254,483.027
592.337,480.606
592.42,487.336
592.503,520.864
592.586,497.89
592.669,517.165
592.752,494.641
592.836,473.195
592.919,477.985
593.002,491.878
593.085,461.113
593.168,516.082
593.251,481.561
593.334,454.607
593.417,470.152
593.5,485.031
593.583,464.543
593.666,491.627
593.75,465.256
593.833,453.914
593.916,451.227
593.999,475.891
594.082,482.458
594.165,462.105
594.248,470.148
594.331,475.776
594.414,455.698
594.497,457.576
594.58,446.21
594.663,474.41
594.746,445.961
594.829,459.106
594.913,467.559
594.996,459.798
595.079,458.246
595.162,453.173
595.245,475.468
595.328,474.549
595.411,515.627
595.494,452.774
595.577,469.977
595.66,453.515
595.743,435.747
595.826,451.862
595.909,447.818
595.992,462.854
596.075,441.292
596.158,462.321
596.241,465.329
596.324,455.794
596.407,460.139
596.49,477.676
596.573,460.008
596.656,491.002
596.739,472.065
596.822,497.3
596.905,494.88
596.988,474.731
597.071,487.698
597.154,484.905
597.237,480.503
597.32,469.634
597.404,478.986
597.487,492.597
597.57,473.312
597.653,468.691
597.736,481.443
597.819,497.787
597.902,474.919
597.985,493.088
598.068,497.908
598.151,462.1
598.234,495.707
598.316,486.475
598.399,512.799
598.482,512.431
598.565,508.127
598.648,498.59
598.731,482.982
598.814,472.327
598.897,490.645
598.98,499.186
599.063,505.965
599.146,491.938
599.229,505.158
599.312,515.717
599.395,512.923
599.478,510.61
599.561,507.691
599.644,506.203
599.727,521.288
599.81,502.648
599.893,541.183
599.976,546.831
600.059,518.938
600.142,522.556
600.225,548.782
600.308,510.18
600.391,545.724
600.474,533.552
600.557,544.888
600.64,544.369
600.723,546.959
600.805,572.037
600.888,540.454
600.971,559.322
601.054,588.454
601.137,604.24
601.22,552.265
601.303,553.741
601.386,551.403
601.469,582.944
601.552,587.97
601.635,591.843
601.718,591.829
601.801,592.754
601.884,549.283
601.966,591.534
602.049,583.636
602.132,587.898
602.215,586.027
602.298,597.41
602.381,612.04
602.464,589.119
602.547,603.204
602.63,611.586
602.713,606.648
602.796,595.737
602.878,632.542
602.961,617.443
603.044,593.098
603.127,604.732
603.21,647.733
603.293,612.849
603.376,580.585
603.459,632.302
603.542,612.562
603.624,591.398
603.707,591.037
603.79,607.653
603.873,587.67
603.956,577.054
604.039,619.617
604.122,612.638
604.205,591.969
604.287,584.441
604.37,572.399
604.453,606.62
604.536,592.103
604.619,584.483
604.702,570.098
604.785,585.017
604.868,581.781
604.95,566.404
605.033,600.865
605.116,591.012
605.199,563.774
605.282,559.018
605.365,550.692
605.448,552.881
605.53,541.786
605.613,570.108
605.696,530.723
605.779,535.583
605.862,526.509
605.945,519.968
606.027,557.777
606.11,535.252
606.193,517.088
606.276,531.262
606.359,534.418
606.442,494.465
606.524,515.519
606.607,497.736
606.69,537.793
606.773,511.222
606.856,514.012
606.939,465.601
607.021,501.042
607.104,480.899
607.187,458.727
607.27,491.225
607.353,451.709
607.435,480.833
607.518,454.89
607.601,450.578
607.684,473.65
607.767,450.829
607.849,446.493
607.932,430.636
608.015,430.666
608.098,439.763
608.181,458.09
608.263,441.313
608.346,390.36
608.429,410.233
608.512,427.12
608.595,426.477
608.677,403.259
608.76,402.271
608.843,390.491
608.926,399.624
609.008,391.195
609.091,378.189
609.174,420.165
609.257,401.991
609.34,398.26
609.422,361.994
609.505,382.905
609.588,365.85
609.671,375.791
609.753,387.635
609.836,397.557
609.919,389.336
610.002,346.634
610.084,335.88
610.167,347.426
610.25,366.827
610.333,328.436
610.415,331.803
610.498,338.711
610.581,323.363
610.664,343.427
610.746,304.595
610.829,336.271
610.912,330.908
610.995,330.957
611.077,326.381
611.16,317.855
611.243,326.642
611.326,314.169
611.408,328.614
611.491,325.073
611.574,316.14
611.656,327.404
611.739,305.36
611.822,314.311
611.905,294.054
611.987,301.553
612.07,306.644
612.153,269.417
612.235,306.45
612.318,302.128
612.401,268.194
612.484,266.6
612.566,278.322
612.649,281.768
612.732,299.181
612.814,279.247
612.897,298.775
612.98,284.102
613.062,290.24
613.145,275.82
613.228,279.141
613.311,257.923
613.393,274.804
613.476,271.965
613.559,263.189
613.641,268.833
613.724,270.654
613.807,248.735
613.889,263.975
613.972,261.837
614.055,246.224
614.137,242.588
614.22,281.411
614.303,259.653
614.385,238.366
614.468,229.514
614.551,248.488
614.633,255.392
614.716,244.161
614.799,248.56
614.881,245.153
614.964,242.214
615.047,225.524
615.129,221.246
615.212,242.563
615.295,222.242
615.377,235.785
615.46,229.163
615.543,222.868
615.625,215.535
615.708,211.181
615.791,216.452
615.873,255.42
615.956,211.358
616.038,213.242
616.121,204.362
616.204,197.839
616.286,205.552
616.369,215.428
616.452,217.567
616.534,226.367
616.617,216.199
616.699,187.091
616.782,206.839
616.865,194.104
616.947,211.552
617.03,200.973
617.113,195.068
617.195,214.745
617.278,206.563
617.36,192.676
617.443,219.01
617.526,174.437
617.608,188.104
617.691,197.072
617.773,191.287
617.856,192.897
617.939,179.36
618.021,194.758
618.104,179.727
618.186,172.147
618.269,198.26
618.352,179.76
618.434,165.25
618.517,203.349
618.599,180.929
618.682,167.088
618.765,169.977
618.847,196.076
618.93,180.32
619.012,162.232
619.095,187.473
619.177,166.968
619.26,179.335
619.343,171.241
619.425,169.741
619.508,160.834
619.59,150.842
619.673,156.295
619.755,152.232
619.838,181.262
619.92,173.739
620.003,185.742
620.086,183.581
620.168,178.35
620.251,171.676
620.333,188.861
620.416,156.824
620.498,159.633
620.581,163.508
620.663,173.193
620.746,179.78
620.829,168.757
620.911,139.247
620.994,150.87
621.076,152.385
621.159,163.252
621.241,158.244
621.324,140.52
621.406,146.724
621.489,155.22
621.571,152.906
621.654,142.338
621.736,148.338
621.819,153.18
621.901,151.552
621.984,152.255
622.066,156.934
622.149,130.215
622.231,137.214
622.314,142.943
622.396,153.601
622.479,146.672
622.561,123.745
622.644,133.255
622.726,153.819
622.809,114.82
622.891,141.505
622.974,159.134
623.056,153.866
623.139,127.773
623.221,148.574
623.304,128.468
623.386,141.712
623.469,127.827
623.551,146.162
623.634,130.707
623.716,149.648
623.799,96.9232
623.881,136.099
623.964,119.535
624.046,118.934
624.129,163.484
624.211,136.801
624.294,133.867
624.376,130.973
624.459,141.637
624.541,126.345
624.624,129.753
624.706,146.451
624.788,130.902
624.871,136.507
624.953,129.155
625.036,119.473
625.118,123.992
625.201,124.658
625.283,124.223
625.366,134.045
625.448,108.681
625.531,147.743
625.613,138.837
625.695,119.437
625.778,110.602
625.86,127.282
625.943,115.996
626.025,127.453
626.108,127.043
626.19,120.256
626.272,132.23
626.355,135.744
626.437,127.496
626.52,116.175
626.602,134.437
626.685,127.774
626.767,100.631
626.849,125.01
626.932,121.077
627.014,115.448
627.097,138.213
627.179,100.728
627.262,122.851
627.344,113.347
627.426,124.429
627.509,134.304
627.591,100.253
627.674,141.148
627.756,153.337
627.838,125.494
627.921,142.268
628.003,108.626
628.086,117.066
628.168,140.061
628.25,103.305
628.333,120.668
628.415,116.805
628.497,126.227
628.58,128.583
628.662,124.716
628.745,120.61
628.827,133.42
628.909,128.574
628.992,134.106
629.074,132.186
629.157,137.699
629.239,118.038
629.321,108.497
629.404,130.554
629.486,132.92
629.568,124.443
629.651,126.51
629.733,158.759
629.815,140.552
629.898,123.022
629.98,100.268
630.063,131.45
630.145,117.792
630.227,145.308
630.31,117.478
630.392,124.809
630.474,132.96
630.557,124.827
630.639,127.05
630.721,107.117
630.804,119.252
630.886,142.413
630.968,126.063
631.051,140.493
631.133,128.484
631.215,117.119
631.298,135.836
631.38,117.104
631.462,124.731
631.545,130.888
631.627,154.117
631.709,133.843
631.792,120.308
631.874,126.024
631.956,135.648
632.039,140.869
632.121,130.125
632.203,161.668
632.285,127.344
632.368,137.862
632.45,130.589
632.532,122.718
632.615,119.074
632.697,148.615
632.779,133.407
632.862,148.489
632.944,121.286
633.026,137.366
633.108,130.169
633.191,155.325
633.273,134.092
633.355,128.164
633.438,141.311
633.52,119.963
633.602,135.94
633.684,138.862
633.767,141.742
633.849,136.659
633.931,152.992
634.014,123.172
634.096,139.233
634.178,144.884
634.26,133.423
634.343,143.495
634.425,108.117
634.507,137.17
634.589,132.065
634.672,127.854
634.754,153.168
634.836,124.464
634.918,145.632
635.001,123.445
635.083,107.531
635.165,150.555
635.248,142.416
635.33,124.55
635.412,143.274
635.494,137.671
635.576,122.156
635.659,149.709
635.741,125.749
635.823,120.25
635.905,151.202
635.988,126.574
636.07,121.66
636.152,115.797
636.234,136.997
636.317,151.378
636.399,143.485
636.481,114.78
636.563,136.603
636.645,171.679
636.728,144.295
636.81,111.273
636.892,127.003
636.974,139.307
637.057,132.789
637.139,121.094
637.221,104.168
637.303,120.721
637.385,134.89
637.468,130.884
637.55,130.761
637.632,116.354
637.714,109.612
637.796,126.895
637.879,115.294
637.961,130.206
638.043,118.646
638.125,123.238
638.207,120.749
638.29,128.374
638.372,125.767
638.454,118.371
638.536,118.776
638.618,120.239
638.701,146.13
638.783,97.9502
638.865,116.065
638.947,114.606
639.029,114.157
639.111,126.311
639.194,108.974
639.276,110.394
639.358,135.744
639.44,107.404
639.522,103.45
639.604,124.777
639.687,130.262
639.769,115.203
639.851,114.692
639.933,125.661
640.015,102.619
640.097,113.645
640.179,107.805
640.262,109.266
640.344,105.632
640.426,99.9112
640.508,101.216
640.59,104.616
640.672,107.259
640.754,103.087
640.837,101.693
640.919,99.4157
641.001,92.4281
641.083,93.6226
641.165,120.83
641.247,113.098
641.329,99.6178
641.412,104.102
641.494,104.862
641.576,109.492
641.658,104.27
641.74,115.14
641.822,97.2219
641.904,92.3312
641.986,79.6614
642.068,85.9021
642.151,96.0176
642.233,65.1745
642.315,93.8346
642.397,100.692
642.479,92.7968
642.561,91.6347
642.643,99.1517
642.725,109.728
642.807,107.454
642.89,114.321
642.972,84.3958
643.054,95.2963
643.136,113.924
643.218,113.715
643.3,100.889
643.382,107.873
643.464,89.428
643.546,82.5257
643.628,79.81
643.71,89.789
643.792,81.7145
643.875,87.6431
643.957,82.1303
644.039,90.3867
644.121,59.033
644.203,89.1707
644.285,90.2285
644.367,78.0909
644.449,76.5565
644.531,100.721
644.613,112.955
644.695,62.5856
644.777,88.5471
644.859,78.7897
644.941,78.854
645.023,85.4346
645.105,73.9147
645.188,66.5309
645.27,92.928
645.352,103.547
645.434,63.5726
645.516,94.1633
645.598,66.9188
645.68,78.0012
645.762,110.428
645.844,99.9145
645.926,65.5038
646.008,70.5976
646.09,93.3128
646.172,78.7973
646.254,80.4695
646.336,78.2329
646.418,78.5091
646.5,107.69
646.582,80.5517
646.664,91.7682
646.746,89.9085
646.828,53.7259
646.91,81.4035
646.992,85.6227
647.074,91.1997
647.156,63.0548
647.238,83.5031
647.32,90.725
647.402,79.9366
647.484,59.6003
647.566,69.2609
647.648,68.3731
647.73,63.4907
647.812,86.2009
647.894,68.8821
647.976,62.6471
648.058,78.1073
648.14,78.5097
648.222,64.4187
648.304,61.7456
648.386,38.9722
648.468,60.148
648.55,55.3308
648.632,63.4854
648.714,65.7036
648.796,72.9617
648.878,78.1513
648.96,55.1982
649.042,50.982
649.124,47.2137
649.206,54.511
649.288,48.7318
649.37,74.2148
649.452,63.0552
649.534,63.9278
649.616,54.1391
649.698,81.9973
649.78,63.7422
649.862,58.8873
649.944,63.5832
650.026,47.0964
650.107,59.5513
650.189,57.7513
650.271,56.969
650.353,59.8242
650.435,43.2803
650.517,57.0836
650.599,49.1018
650.681,57.666
650.763,68.976
650.845,55.7713
650.927,73.5259
651.009,56.6968
651.091,73.9517
651.173,75.4245
651.255,57.0674
651.337,69.091
651.418,70.9521
651.5,60.8021
651.582,67.111
651.664,53.3587
651.746,68.0638
651.828,66.2758
651.91,57.4591
651.992,46.5722
652.074,70.5183
652.156,68.3851
652.238,63.6505
652.319,60.5861
652.401,57.2866
652.483,56.1374
652.565,45.8472
652.647,64.7973
652.729,46.2225
652.811,46.6746
652.893,45.0216
652.975,62.6096
653.057,45.0486
653.138,41.9191
653.22,65.5429
653.302,54.6979
653.384,77.1606
653.466,50.3974
653.548,48.6731
653.63,59.9701
653.712,81.2015
653.793,55.6678
653.875,42.6107
653.957,54.9261
654.039,42.8055
654.121,33.6682
654.203,64.1535
654.285,53.3209
654.367,67.5547
654.448,29.2493
654.53,70.4456
654.612,53.9328
654.694,57.7107
654.776,60.0731
654.858,64.4934
654.94,44.3856
655.021,53.0234
655.103,64.4104
655.185,66.0871
655.267,42.6128
655.349,45.4065
655.431,39.2062
655.512,40.5313
655.594,42.9293
655.676,55.9346
655.758,54.5056
655.84,72.0163
655.922,41.7915
656.004,53.131
656.085,40.3657
656.167,50.5688
656.249,38.1065
656.331,49.9737
656.413,58.6073
656.494,50.8096
656.576,52.3927
656.658,51.6644
656.74,45.4918
656.822,59.8609
656.904,69.3826
656.985,59.905
657.067,51.8875
657.149,46.093
657.231,56.47
657.313,49.0797
657.394,47.6946
657.476,47.2035
657.558,26.7108
657.64,45.5746
657.722,46.1927
657.803,40.3557
657.885,55.0088
657.967,60.693
658.049,45.8526
658.131,62.5867
658.212,76.1348
658.294,54.6998
658.376,47.6772
658.458,64.4006
658.539,41.7373
658.621,43.7253
658.703,54.8981
658.785,44.813
658.867,51.3051
658.948,45.2547
659.03,51.6576
659.112,46.6601
659.194,71.3624
659.275,55.4377
659.357,50.8947
659.439,48.4637
659.521,32.7799
659.602,51.2071
659.684,45.2783
659.766,55.3686
659.848,60.6945
659.929,50.9949
660.011,41.6833
660.093,64.9221
660.175,36.1475
660.256,52.9011
660.338,24.5596
660.42,53.6072
660.502,52.1915
660.583,39.4894
660.665,66.657
660.747,31.8768
660.829,55.3979
660.91,49.777
660.992,46.3051
661.074,77.2282
661.156,52.9433
661.237,44.4013
661.319,49.9948
661.401,47.2397
661.482,42.3633
661.564,51.5945
661.646,70.8523
661.728,53.9164
661.809,44.7079
661.891,45.3608
661.973,40.3339
662.054,27.7404
662.136,42.4061
662.218,66.4005
662.299,46.8943
662.381,46.9591
662.463,40.6499
662.545,76.2902
662.626,50.1149
662.708,32.9131
662.79,33.172
662.871,41.3688
662.953,54.0625
663.035,40.9919
663.116,50.0745
663.198,52.369
663.28,35.6459
663.361,33.3663
663.443,51.2499
663.525,40.8009
663.607,43.3241
663.688,33.2628
663.77,49.9912
663.852,29.0831
663.933,64.3884
664.015,51.5205
664.097,34.5987
664.178,62.0795
664.26,53.377
664.342,68.3467
664.423,55.5382
664.505,65.868
664.587,39.7643
664.668,44.3644
664.75,54.2651
664.831,40.5066
664.913,65.1158
664.995,58.6701
665.076,42.7211
665.158,58.9853
665.24,46.4004
665.321,38.8127
665.403,24.7655
665.485,57.1258
665.566,49.7767
665.648,35.1334
665.73,61.4368
665.811,39.2332
665.893,37.0236
665.974,29.4691
666.056,64.2769
666.138,46.7208
666.219,37.5195
666.301,45.5851
666.383,47.5838
666.464,29.2299
666.546,40.7528
666.627,52.8178
666.709,39.734
666.791,33.8921
666.872,40.6794
666.954,55.6272
667.035,40.6559
667.117,32.2436
667.199,35.9163
667.28,52.2297
667.362,38.3151
667.443,51.489
667.525,46.448
667.607,42.5492
667.688,58.1548
667.77,49.9102
667.851,36.9177
667.933,36.9925
668.015,51.4288
668.096,51.5325
668.178,47.5641
668.259,43.256
668.341,49.2373
668.423,38.3946
668.504,56.6183
668.586,23.4468
668.667,21.0018
668.749,22.4548
668.83,38.656
668.912,59.8796
