λ,alta_E,bassa-esp_E,Raw_E
460.841,198.015,47.0483,19.4289
460.926,192.932,25.1444,35.9183
461.012,170.247,31.3308,20.8784
461.098,194.307,42.8688,23.6396
461.183,188.358,20.9647,59.7427
461.269,175.714,16.2044,22.523
461.355,198.477,13.8098,39.5511
461.44,191.895,40.0486,44.4386
461.526,171.73,35.434,23.1809
461.612,155.212,15.3163,33.6969
461.697,190.573,15.5061,37.1085
461.783,167.876,6.00904,12.2275
461.869,198.973,37.8573,29.3979
461.954,163.483,6.81631,35.9601
462.04,158.885,19.6837,39.5543
462.126,142.589,47.0647,35.0004
462.211,176.752,26.839,52.2325
462.297,158.25,25.1488,36.4611
462.383,155.865,34.0982,34.0763
462.468,145.242,24.7394,27.2767
462.554,157.461,16.707,32.6685
462.64,179.535,28.2184,35.0818
462.725,150.82,33.8309,49.7845
462.811,144.314,20.5888,35.3596
462.897,111.161,9.58578,43.44
462.982,124.67,15.6593,19.2651
463.068,139.365,33.4613,39.1491
463.154,124.414,10.5241,20.921
463.239,116.705,29.1442,39.9724
463.325,131.697,25.4998,33.6657
463.411,135.382,23.7841,26.9738
463.496,113.49,19.9471,37.3034
463.582,144.913,11.0915,48.7928
463.668,172.382,24.4474,54.9628
463.753,200.927,32.9235,44.7317
463.839,172.698,24.1065,39.9874
463.924,143.74,34.2397,13.2134
464.01,177.012,28.9249,14.2638
464.096,213.087,27.5977,38.3239
464.181,162.431,18.6281,43.1001
464.267,181.442,47.2499,41.6316
464.353,169.838,23.9271,11.7315
464.438,182.669,29.6247,41.4933
464.524,140.384,23.6724,28.972
464.609,150.974,36.4246,33.2817
464.695,183.87,27.8607,7.19474
464.781,154.076,35.458,30.6491
464.866,177.773,34.7269,35.2314
464.952,199.354,37.7931,28.6868
465.038,171.151,25.1282,35.4359
465.123,167.291,35.4195,0.0
465.209,182.677,42.7118,44.7774
465.294,219.459,54.6634,43.3306
465.38,172.61,26.2746,15.8689
465.466,190.001,27.2784,0.0
465.551,233.55,44.6431,58.2405
465.637,206.622,35.5287,35.4089
465.722,184.179,41.1768,44.3685
465.808,215.322,38.2313,6.42579
465.894,215.618,35.6564,7.54094
465.979,179.072,31.8107,32.1613
466.065,176.354,22.5842,19.0668
466.15,162.77,19.7712,23.2322
466.236,182.979,39.6489,27.0571
466.321,176.409,21.547,37.9637
466.407,192.712,21.5674,45.2553
466.493,192.471,31.2353,28.0844
466.578,170.348,20.6429,24.2567
466.664,181.596,31.3007,63.6304
466.749,162.704,26.2062,28.9003
466.835,151.415,11.5777,26.6229
466.921,157.808,25.4403,15.5399
467.006,189.614,31.0296,46.799
467.092,181.338,52.6835,23.2316
467.177,164.083,21.1688,39.0174
467.263,192.35,31.819,26.8708
467.348,178.479,37.5159,25.0149
467.434,195.483,16.1659,26.4545
467.52,204.768,46.7906,36.8312
467.605,215.271,23.9295,0.0
467.691,210.388,43.0054,45.1825
467.776,230.171,29.3869,35.7467
467.862,232.893,42.4371,33.8265
467.947,267.924,48.4766,26.8056
468.033,320.746,48.3097,28.0174
468.118,342.561,67.9014,16.7917
468.204,376.636,109.584,32.0255
468.29,448.127,122.445,18.8658
468.375,494.743,124.597,47.4592
468.461,569.662,129.515,51.3812
468.546,618.777,166.669,35.5056
468.632,678.688,184.695,28.5158
468.717,710.679,181.7,13.5392
468.803,820.945,207.117,48.7114
468.888,752.219,192.97,29.4108
468.974,625.043,178.395,56.5172
469.059,517.853,115.908,27.1511
469.145,416.469,104.764,12.0569
469.23,357.462,61.3031,19.1313
469.316,344.934,95.6397,22.9882
469.401,329.989,74.9956,15.9615
469.487,329.715,68.2144,24.153
469.573,343.032,61.0488,50.5768
469.658,332.792,95.6608,53.9904
469.744,267.609,80.4428,43.4205
469.829,305.19,72.191,30.7577
469.915,305.448,55.0387,13.2655
470.0,289.968,71.5521,31.3736
470.086,274.642,38.9876,47.7227
470.171,287.658,55.7101,24.967
470.257,279.794,73.772,45.7749
470.342,286.658,66.7681,30.2474
470.428,268.167,48.0354,51.3512
470.513,254.474,51.6858,24.2783
470.599,287.693,39.6065,29.3716
470.684,280.578,49.1067,34.2717
470.77,298.558,65.2856,44.8788
470.855,338.659,73.578,53.8496
470.941,391.636,75.2578,29.0028
471.026,535.387,126.65,49.6011
471.112,687.26,168.861,25.3453
471.197,902.429,195.306,38.9917
471.283,1172.22,270.157,26.9745
471.368,1503.4,317.11,36.7546
471.454,1820.86,409.929,44.5621
471.539,2038.47,475.896,34.4377
471.625,1874.42,463.701,40.7775
471.71,1512.7,359.155,27.2216
471.796,1091.18,256.684,38.2294
471.881,600.192,139.656,47.231
471.967,346.468,78.2742,44.1829
472.052,308.25,79.3618,19.3444
472.137,330.569,76.4654,34.5642
472.223,347.801,56.9363,43.0583
472.308,359.029,64.471,55.651
472.394,349.941,94.7962,32.6364
472.479,394.392,93.5552,19.7442
472.565,388.086,83.7641,50.8482
472.65,379.622,107.31,33.9194
472.736,380.666,123.948,42.3356
472.821,367.54,81.9356,38.2208
472.907,385.838,102.143,12.8283
472.992,352.756,97.1676,26.1675
473.078,388.2,100.26,46.0464
473.163,364.289,78.9443,30.601
473.248,364.674,65.6853,53.377
473.334,365.321,96.5759,35.4559
473.419,330.838,62.0039,46.5747
473.505,333.59,79.0076,41.6809
473.59,325.945,70.8826,31.852
473.676,295.017,68.6098,23.0423
473.761,319.6,73.005,53.0858
473.847,266.609,79.6406,24.671
473.932,300.921,55.7888,28.9455
474.017,286.12,51.421,42.8172
474.103,296.49,58.0153,26.4261
474.188,291.601,59.8872,21.8108
474.274,289.925,58.349,55.0871
474.359,267.259,75.5007,37.0629
474.445,268.872,40.3195,29.1183
474.53,252.901,36.5737,35.2667
474.616,262.509,63.6321,27.398
474.701,251.715,46.3709,56.4714
474.786,249.766,59.4752,42.2343
474.872,223.289,45.2256,21.765
474.957,229.298,60.8415,17.6707
475.043,223.981,35.7778,16.9955
475.128,226.36,57.0294,43.4043
475.213,257.497,50.5231,14.7401
475.299,209.013,62.7895,10.2197
475.384,230.07,28.4882,39.7421
475.47,204.176,32.6138,37.6046
475.555,225.967,51.8884,27.4465
475.64,213.255,35.7198,34.9416
475.726,176.987,44.07,30.0766
475.811,210.505,49.877,22.3612
475.897,200.925,58.6286,28.6197
475.982,218.24,32.5931,25.4544
476.067,212.51,44.8608,33.6507
476.153,229.274,57.445,45.2261
476.238,245.335,37.0795,56.9182
476.324,250.35,43.0222,43.3651
476.409,242.082,58.2522,38.1009
476.494,229.785,46.1486,38.0911
476.58,242.01,70.6223,31.2023
476.665,215.034,54.3411,15.9678
476.751,229.586,51.8373,24.2388
476.836,244.711,40.7321,9.05409
476.921,221.988,34.7719,45.5862
477.007,240.333,19.6535,37.7173
477.092,224.222,37.6919,13.9602
477.178,236.488,43.7801,36.6022
477.263,254.65,45.6815,34.5573
477.348,274.923,36.2735,31.3466
477.434,291.737,49.9534,17.8506
477.519,323.409,39.6381,44.8806
477.604,304.523,48.0905,38.2827
477.69,248.769,54.919,31.1347
477.775,245.488,41.5784,47.2411
477.86,224.286,38.1448,24.9469
477.946,214.368,28.3949,48.6163
478.031,195.001,22.0238,43.1756
478.117,192.085,32.0969,30.9751
478.202,173.905,21.1935,8.6993
478.287,173.458,29.3319,22.7241
478.373,174.366,42.7954,43.2932
478.458,178.961,37.7538,18.943
478.543,216.906,33.9658,34.7697
478.629,195.141,35.4293,22.2887
478.714,205.864,38.877,32.1927
478.799,205.631,29.977,26.4986
478.885,208.436,42.5176,12.1001
478.97,248.037,48.067,38.5945
479.055,248.892,29.5886,41.0874
479.141,252.806,38.1536,45.0019
479.226,228.828,36.6789,45.8728
479.311,227.712,50.6347,22.9112
479.397,203.055,46.0175,23.6492
479.482,215.469,42.7705,30.0558
479.567,209.773,42.7174,27.9099
479.653,199.182,31.9523,35.8873
479.738,220.163,32.0162,17.2735
479.823,221.872,24.0206,28.8135
479.909,236.442,39.6697,28.6373
479.994,228.994,40.6385,22.0083
480.079,226.889,55.0237,45.572
480.165,231.722,26.7376,25.5556
480.25,285.842,46.5202,43.9043
480.335,256.096,37.4389,45.5613
480.421,246.677,50.6797,22.4882
480.506,289.14,58.7176,32.1834
480.591,290.646,39.9228,4.47103
480.677,305.17,38.4369,51.4905
480.762,266.166,43.3306,43.6164
480.847,261.753,43.8313,35.9261
480.932,260.771,55.8807,12.8261
481.018,242.11,36.589,45.5012
481.103,261.798,43.7523,44.4363
481.188,218.078,60.474,30.7535
481.274,257.324,46.7683,25.2163
481.359,236.019,62.5914,2.27371
481.444,271.429,28.43,60.3482
481.53,224.45,44.3965,25.1107
481.615,232.03,47.6578,21.2215
481.7,218.976,30.9281,11.9904
481.785,241.173,38.93,30.365
481.871,254.203,34.3587,40.3916
481.956,246.251,44.9292,45.5461
482.041,239.026,44.6197,53.8857
482.127,261.896,42.4465,28.423
482.212,244.79,40.0888,34.2548
482.297,249.651,30.7903,19.7282
482.382,296.606,27.8572,33.642
482.468,276.955,45.768,16.7222
482.553,324.255,40.4344,32.6191
482.638,321.817,64.0333,21.9895
482.723,338.075,55.7539,37.4276
482.809,328.848,66.1714,14.8208
482.894,358.611,36.0153,40.2147
482.979,388.905,70.6569,32.2796
483.064,353.293,64.022,62.2032
483.15,355.043,66.9883,47.0236
483.235,364.858,55.3025,48.9192
483.32,363.495,80.1723,38.5451
483.406,338.812,61.0752,26.423
483.491,334.176,63.646,39.2629
483.576,341.544,36.4425,24.7856
483.661,307.681,69.0559,11.4026
483.747,330.944,68.4515,45.5886
483.832,291.098,74.8422,30.3187
483.917,276.151,53.8627,33.6667
484.002,279.722,52.2364,22.4927
484.087,286.484,55.3997,12.8701
484.173,271.514,56.125,5.27307
484.258,246.685,49.4699,36.9695
484.343,266.329,61.8079,30.945
484.428,250.424,28.8859,21.8663
484.514,231.985,40.7558,40.2919
484.599,252.465,57.9535,28.5494
484.684,220.952,26.1256,15.6051
484.769,246.521,36.6797,28.8859
484.855,251.393,42.6473,60.5186
484.94,243.86,52.0807,19.945
485.025,227.436,34.2298,11.7128
485.11,244.032,30.5512,41.9619
485.195,189.388,34.9706,18.7209
485.281,212.579,56.2006,4.50198
485.366,230.357,36.7123,39.2092
485.451,199.782,27.5263,15.7345
485.536,213.915,30.241,57.174
485.622,205.343,41.1358,13.3765
485.707,225.88,20.0778,27.6329
485.792,202.699,32.1211,22.7477
485.877,228.32,22.4201,42.088
485.962,200.44,33.615,36.8727
486.048,202.124,25.3121,6.06194
486.133,201.927,16.4665,43.5479
486.218,196.904,24.2439,30.06
486.303,247.251,35.2399,74.6722
486.388,186.258,25.4908,9.85676
486.474,229.584,24.2061,31.3368
486.559,199.512,40.2218,24.2026
486.644,216.271,19.131,30.8583
486.729,205.631,52.5653,29.5022
486.814,226.781,49.3224,52.2912
486.9,245.133,45.7667,39.7867
486.985,239.391,37.1983,47.4242
487.07,252.336,47.6346,34.4284
487.155,279.352,54.9135,36.8681
487.24,278.18,47.7097,49.6228
487.325,277.657,60.453,33.8078
487.411,296.861,52.6797,31.1666
487.496,251.649,40.1384,1.24644
487.581,291.395,55.8737,22.697
487.666,285.569,73.2913,33.5279
487.751,310.76,41.1516,47.796
487.836,277.399,44.1114,40.6499
487.922,261.158,69.9861,21.9509
488.007,291.259,54.591,42.2217
488.092,309.676,50.9106,25.1395
488.177,299.563,45.0114,38.7838
488.262,271.778,71.4418,27.1099
488.347,301.156,74.9313,24.5387
488.433,305.788,59.8909,44.7357
488.518,339.775,87.4044,32.3014
488.603,314.288,58.8845,9.81795
488.688,334.598,76.0387,29.5818
488.773,324.46,90.9311,26.8166
488.858,386.573,59.7071,63.2612
488.944,348.771,49.2249,50.0358
489.029,343.535,60.226,47.8031
489.114,316.392,70.0528,23.1181
489.199,281.873,70.9261,11.8094
489.284,287.674,63.1713,34.8141
489.369,302.762,64.8982,19.0451
489.454,303.543,51.5252,12.7266
489.54,301.329,57.9579,27.7154
489.625,279.491,55.2122,29.6347
489.71,249.163,54.0004,30.436
489.795,268.953,37.3118,31.1117
489.88,249.789,58.4066,32.7
489.965,289.735,45.1142,44.2469
490.05,285.56,56.8241,34.3376
490.135,242.54,30.8206,33.0971
490.221,242.522,43.7098,10.4147
490.306,265.859,73.4684,16.2749
490.391,251.714,52.1157,31.3487
490.476,259.141,59.2507,29.7643
490.561,227.488,40.2673,9.30662
490.646,243.014,23.4314,63.0619
490.731,200.286,45.6133,35.6263
490.816,232.362,44.0712,41.4882
490.901,257.932,63.595,48.4897
490.987,257.265,39.3503,19.4237
491.072,283.998,37.8339,50.7985
491.157,291.658,65.3267,55.4546
491.242,334.958,81.9652,22.8418
491.327,340.941,80.418,41.1132
491.412,336.272,75.2681,47.913
491.497,363.252,101.69,38.0286
491.582,370.076,83.8063,42.395
491.667,434.562,108.947,32.6069
491.752,569.275,140.408,43.0748
491.838,796.151,171.422,11.903
491.923,1169.42,263.367,31.0033
492.008,1666.61,355.487,51.4173
492.093,2255.49,536.831,16.3388
492.178,3138.28,741.66,27.7721
492.263,3972.71,928.185,40.0006
492.348,4820.55,1132.44,42.1561
492.433,5286.87,1267.08,22.9663
492.518,4708.98,1139.11,26.7053
492.603,3570.75,866.07,8.05155
492.688,2205.57,556.903,26.4928
492.773,947.108,236.825,31.7881
492.859,303.482,81.249,34.7835
492.944,278.809,57.2064,14.2066
493.029,228.357,58.4887,25.1949
493.114,248.98,70.5401,28.8872
493.199,241.857,54.1346,15.7573
493.284,222.442,44.5537,19.8261
493.369,214.753,27.6308,34.2552
493.454,219.167,40.7158,26.3817
493.539,217.381,44.4607,17.2226
493.624,189.906,37.7702,6.40409
493.709,212.685,34.7238,11.9802
493.794,239.355,36.453,30.1857
493.879,206.945,38.0932,11.4288
493.964,229.79,54.0941,24.9898
494.049,185.04,35.2078,53.694
494.134,213.88,49.8222,42.9394
494.219,168.952,30.0789,3.47291
494.304,185.694,30.1569,45.6103
494.39,204.683,20.5126,40.5695
494.475,189.803,25.3255,38.2502
494.56,147.033,44.4739,25.2447
494.645,184.848,30.9379,19.3694
494.73,180.48,45.0141,34.6619
494.815,206.392,37.6799,42.2779
494.9,186.439,33.2947,29.6982
494.985,179.314,56.7453,56.7061
495.07,193.607,38.8899,10.6521
495.155,215.914,28.048,46.8852
495.24,193.848,43.7349,9.52714
495.325,197.211,51.0482,39.1045
495.41,217.333,39.5251,48.0314
495.495,220.131,26.4238,54.106
495.58,233.405,44.0106,26.6929
495.665,226.566,47.9673,27.2266
495.75,286.408,42.9768,47.4735
495.835,262.635,65.9557,28.0697
495.92,260.92,51.3533,32.6352
496.005,297.523,62.1995,37.8359
496.09,279.604,51.0987,11.7254
496.175,304.451,43.6798,26.7419
496.26,314.88,62.2056,39.3549
496.345,339.72,71.9377,21.8697
496.43,350.76,67.3507,37.0058
496.515,435.843,90.0424,45.3572
496.6,446.788,99.009,29.5415
496.685,528.994,93.9303,57.1344
496.77,573.232,98.9747,0.610123
496.855,665.972,104.922,43.9258
496.94,758.755,154.029,35.1273
497.025,799.335,156.309,23.2794
497.11,805.333,163.361,45.3875
497.195,786.94,147.701,55.6672
497.28,648.245,106.65,41.7636
497.365,571.133,100.567,11.3455
497.45,497.257,95.8578,32.7701
497.535,421.748,80.679,31.2624
497.62,467.907,80.6995,34.0029
497.705,448.071,80.826,35.4668
497.79,487.439,78.7119,45.6167
497.875,499.293,110.71,32.0756
497.96,504.49,114.194,31.5379
498.045,513.603,103.526,23.4479
498.13,560.473,87.2689,21.1659
498.215,534.655,132.406,49.4148
498.3,550.238,103.127,4.3769
498.385,527.226,125.226,27.5138
498.47,507.622,116.234,15.0088
498.555,529.986,125.49,26.1775
498.639,564.841,114.611,53.659
498.724,608.449,101.21,23.2664
498.809,559.082,128.423,55.2734
498.894,542.295,108.17,46.4052
498.979,488.158,106.634,48.7927
499.064,464.945,94.8361,28.0382
499.149,442.363,89.9271,32.7627
499.234,441.522,109.689,38.4753
499.319,488.216,85.6695,8.16376
499.404,491.247,81.4111,40.9596
499.489,544.744,109.045,45.5771
499.574,559.825,91.2747,25.4333
499.659,598.378,125.979,19.7495
499.744,617.359,122.718,1.59265
499.829,609.759,118.29,10.1037
499.914,571.347,121.301,34.2247
499.999,500.753,82.3085,18.5166
500.084,471.212,62.123,23.3816
500.168,465.683,85.4266,38.0596
500.253,443.113,96.8874,36.2426
500.338,489.033,109.045,0.0
500.423,484.46,108.236,31.7144
500.508,496.268,92.4285,35.3309
500.593,483.648,101.714,27.8987
500.678,538.688,82.2808,49.6253
500.763,554.652,114.6,34.7324
500.848,634.779,140.241,17.3747
500.933,741.104,156.519,37.6832
501.018,998.454,206.891,11.3177
501.103,1729.66,370.932,20.8042
501.187,3217.56,726.426,35.516
501.272,5695.38,1203.61,27.0621
501.357,8891.67,1988.69,9.08326
501.442,13156.3,2939.87,27.2368
501.527,16326.2,4249.81,8.51947
501.612,16324.3,5913.19,10.2308
501.697,16309.1,7657.21,34.3395
501.782,16299.9,9068.27,47.2414
501.867,16305.4,8859.52,26.2796
501.952,16335.6,6914.01,14.9294
502.036,16323.0,4552.68,23.4231
502.121,16306.4,1980.5,0.823189
502.206,16339.0,342.104,34.4915
502.291,6244.85,144.826,42.4121
502.376,584.636,111.18,16.6568
502.461,447.498,101.659,46.9084
502.546,356.927,93.1964,37.1653
502.631,317.171,68.3806,30.9961
502.716,295.616,54.4302,26.9176
502.8,289.336,37.5001,33.7447
502.885,314.371,56.7168,45.127
502.97,266.884,39.2526,26.3111
503.055,267.023,41.5608,29.7276
503.14,236.219,27.5046,21.8614
503.225,263.676,50.7156,35.3911
503.31,279.903,62.6262,43.9724
503.395,283.17,37.2871,45.6017
503.479,296.601,52.66,37.1871
503.564,285.044,64.0657,40.9213
503.649,302.364,43.6001,9.63596
503.734,315.568,57.5337,9.18623
503.819,308.674,70.5585,18.95
503.904,365.893,86.4223,44.4931
503.989,356.832,65.4698,33.2472
504.073,348.282,66.5918,42.4465
504.158,353.32,74.5503,28.3701
504.243,379.794,72.3858,24.2603
504.328,449.158,70.5004,24.266
504.413,529.816,123.267,13.7191
504.498,634.226,129.957,41.1244
504.582,785.917,166.533,36.8941
504.667,997.407,223.119,23.6503
504.752,1236.46,269.941,12.8428
504.837,1522.44,332.453,46.7829
504.922,1739.64,399.214,27.2403
505.007,1967.85,454.965,30.4369
505.091,1787.24,412.41,23.776
505.176,1475.89,312.834,22.6237
505.261,1033.12,235.764,36.9741
505.346,601.804,140.823,19.0793
505.431,401.992,76.4676,16.1478
505.516,410.582,79.0322,29.1069
505.6,415.174,85.5152,52.2675
505.685,363.454,87.1612,27.308
505.77,396.726,68.7229,35.1849
505.855,393.782,81.8031,17.7688
505.94,340.602,67.517,0.0
506.025,353.644,55.806,27.3288
506.109,337.436,87.7474,49.35
506.194,353.907,50.1533,49.7098
506.279,321.701,64.3329,49.7255
506.364,322.437,69.175,40.632
506.449,312.028,74.3149,41.9645
506.533,340.924,71.1884,47.1035
506.618,308.795,54.3999,15.2481
506.703,368.236,78.6542,35.9133
506.788,327.341,35.4122,7.5791
506.873,322.292,65.2384,35.5712
506.957,359.086,66.1192,61.7153
507.042,360.314,57.5146,31.2683
507.127,372.994,79.9618,37.9409
507.212,385.896,89.9883,30.3625
507.297,445.315,91.3916,38.9912
507.381,492.295,98.1107,54.0219
507.466,520.632,123.089,13.8197
507.551,533.358,110.319,44.2947
507.636,521.7,126.859,25.2642
507.72,596.762,109.39,42.163
507.805,550.209,120.607,16.3633
507.89,571.949,103.19,26.0884
507.975,602.156,141.627,44.5528
508.06,573.632,131.335,44.9743
508.144,522.853,105.889,25.8706
508.229,539.603,109.45,35.2482
508.314,560.866,124.926,11.7286
508.399,554.522,127.249,25.3181
508.483,517.331,113.288,36.7333
508.568,531.621,112.172,58.9417
508.653,482.867,116.092,30.9409
508.738,489.816,104.781,43.6249
508.822,504.214,109.263,28.8038
508.907,463.983,111.926,21.6141
508.992,490.884,120.963,49.8806
509.077,470.38,122.857,25.0074
509.161,472.304,97.6839,30.7545
509.246,451.621,110.405,30.2783
509.331,435.554,89.6238,23.4953
509.416,452.131,126.204,35.1572
509.5,431.93,86.4702,26.425
509.585,410.855,85.9982,43.0332
509.67,395.476,55.4952,28.7466
509.755,389.069,74.8836,24.7976
509.839,358.802,72.3577,20.4716
509.924,350.525,69.6976,34.8595
510.009,362.733,80.326,33.1411
510.094,362.457,83.5454,44.6068
510.178,320.883,80.3876,38.5315
510.263,344.729,69.1725,29.3366
510.348,339.216,64.7587,21.3659
510.433,315.412,49.1853,18.8614
510.517,328.818,71.3418,39.9128
510.602,321.873,43.1965,35.4251
510.687,291.924,60.3394,18.0375
510.771,300.887,69.9293,32.7349
510.856,281.822,66.1716,24.3195
510.941,286.955,82.1904,46.9292
511.026,302.274,45.8695,38.2178
511.11,258.022,48.1051,38.476
511.195,259.634,38.5815,22.0649
511.28,234.178,37.3147,13.266
511.364,245.323,42.4116,25.2308
511.449,284.627,62.0244,36.1358
511.534,245.617,44.4227,12.9633
511.619,250.46,47.6372,39.9246
511.703,246.309,49.2921,37.1396
511.788,235.493,40.3609,14.8547
511.873,245.98,38.9942,21.5185
511.957,261.542,44.1508,49.642
512.042,229.338,27.5573,21.261
512.127,233.571,67.1312,35.8702
512.211,261.933,53.7733,54.9475
512.296,239.154,27.9887,38.722
512.381,227.908,29.0515,41.1297
512.466,212.226,18.898,18.3476
512.55,226.407,40.6081,35.806
512.635,239.089,31.4407,51.765
512.72,256.162,46.4604,12.3123
512.804,229.083,27.5936,39.0277
512.889,236.226,37.4378,32.7906
512.974,218.848,47.8322,47.9074
513.058,209.966,24.0902,22.3683
513.143,205.654,24.4043,41.5408
513.228,221.004,23.8726,25.4871
513.312,232.65,35.3396,27.3028
513.397,194.766,38.7456,24.3716
513.482,205.902,25.1853,46.4303
513.566,226.756,23.0345,36.1553
513.651,191.777,39.1843,15.9215
513.736,216.603,35.7105,32.282
513.82,232.125,51.3129,23.7748
513.905,225.202,65.123,34.6007
513.99,249.61,41.2046,40.9865
514.074,273.895,44.7434,32.7764
514.159,280.7,41.4028,30.2976
514.244,290.891,66.0728,26.2886
514.328,237.516,48.4944,35.7188
514.413,259.599,38.971,34.0456
514.498,289.336,55.6303,40.0257
514.582,283.697,28.8668,21.2792
514.667,241.277,28.0977,39.7528
514.752,247.036,43.9778,27.2169
514.836,266.449,59.5963,62.1944
514.921,254.61,39.1763,19.2263
515.005,234.124,33.4006,25.2275
515.09,238.333,19.2089,38.1748
515.175,212.258,21.4662,19.7455
515.259,216.402,36.4729,0.0
515.344,212.293,25.5959,18.142
515.429,204.669,29.1163,25.5367
515.513,205.58,47.5222,27.267
515.598,211.985,34.2128,29.5758
515.682,210.853,26.4507,2.50256
515.767,213.96,46.2998,18.717
515.852,207.052,26.2046,4.982
515.936,183.118,39.7259,18.7315
516.021,212.663,23.5576,33.804
516.106,210.967,34.6253,44.6689
516.19,205.789,30.5405,30.4792
516.275,222.467,49.1569,41.1499
516.359,199.349,32.1463,20.763
516.444,197.499,35.6082,39.3928
516.529,204.117,26.7614,9.14722
516.613,218.508,36.8532,46.7479
516.698,214.195,20.7667,54.7239
516.782,235.69,37.7226,24.8824
516.867,212.816,44.9453,48.9754
516.952,194.652,51.6636,37.9106
517.036,210.061,42.5528,34.2052
517.121,190.007,21.1422,29.1698
517.205,211.528,21.9832,25.842
517.29,200.421,36.7094,0.808298
517.375,175.555,31.262,27.0063
517.459,192.773,22.6184,30.844
517.544,197.568,49.8079,31.5433
517.628,209.543,28.2628,33.414
517.713,223.271,43.1222,26.3888
517.798,187.453,44.2631,30.9848
517.882,206.174,8.31698,32.5029
517.967,208.843,43.0221,28.072
518.051,235.638,10.2369,33.5676
518.136,214.062,45.4004,46.6716
518.22,231.007,47.6685,38.7679
518.305,230.333,23.9689,19.2517
518.39,187.651,28.1104,13.1606
518.474,223.276,25.9712,49.8784
518.559,205.769,27.6333,38.3789
518.643,230.543,37.6432,34.4803
518.728,230.34,24.0616,58.853
518.812,206.453,28.4314,37.1507
518.897,228.63,38.2309,25.4678
518.982,276.251,51.7475,62.4389
519.066,246.034,39.0593,33.5874
519.151,253.158,19.0915,30.3346
519.235,274.882,25.6865,33.4907
519.32,273.576,45.714,13.3432
519.404,271.576,54.6819,33.1877
519.489,318.064,40.6629,44.4507
519.573,323.903,60.7692,25.9871
519.658,328.057,59.4857,22.4949
519.743,345.79,68.6097,20.2942
519.827,361.815,89.5211,41.78
519.912,365.941,45.1364,22.9685
519.996,372.811,93.4776,22.4662
520.081,380.15,89.0189,36.0857
520.165,390.102,68.8981,35.388
520.25,347.449,73.542,32.0566
520.334,375.695,64.4869,57.2988
520.419,382.305,70.9004,35.2369
520.503,380.848,56.8333,28.8644
520.588,363.415,60.7992,15.2545
520.672,374.638,80.3539,40.9501
520.757,395.199,69.524,24.6471
520.841,390.66,82.9016,21.7461
520.926,401.508,70.5523,35.8706
521.011,413.264,101.729,34.2464
521.095,380.942,94.9103,30.3242
521.18,407.267,83.5171,42.9954
521.264,451.967,87.1739,13.4212
521.349,480.359,107.612,20.7876
521.433,486.917,122.214,30.8951
521.518,531.174,108.484,42.6567
521.602,547.26,106.283,40.4478
521.687,570.802,99.1005,21.118
521.771,568.15,109.148,40.8572
521.856,654.518,116.269,9.80662
521.94,657.886,134.736,21.6401
522.025,694.816,156.154,43.8245
522.109,745.3,139.421,33.1413
522.194,791.711,158.597,31.4931
522.278,838.625,157.666,35.5356
522.363,899.911,181.952,45.2113
522.447,944.748,202.838,49.635
522.532,1011.57,223.59,47.366
522.616,1094.83,223.34,23.8645
522.701,1112.33,261.794,40.5402
522.785,1210.27,238.504,24.3392
522.87,1273.5,278.749,14.3936
522.954,1414.36,316.728,37.8315
523.039,1561.73,327.077,40.4728
523.123,1624.58,365.536,24.4093
523.207,1697.58,374.513,41.9712
523.292,1856.3,376.791,28.3902
523.376,1909.39,394.456,27.9601
523.461,1956.16,447.746,19.8416
523.545,1990.51,444.965,42.4479
523.63,2009.36,431.636,43.2822
523.714,1991.78,452.994,34.1612
523.799,1889.54,391.175,43.336
523.883,1728.38,338.372,5.60216
523.968,1648.45,355.396,37.6275
524.052,1556.26,313.542,1.96111
524.137,1725.68,353.47,57.517
524.221,1772.08,368.451,58.5814
524.306,1873.29,384.24,35.0066
524.39,1944.44,408.627,47.17
524.474,1925.36,409.351,26.7295
524.559,1827.09,390.424,29.7686
524.643,1852.0,400.955,30.3746
524.728,1753.46,380.019,4.74158
524.812,1862.91,381.504,29.5358
524.897,1925.54,424.692,41.6522
524.981,2048.86,422.304,27.0786
525.066,2100.02,414.608,21.1628
525.15,2241.69,499.94,3.6379
525.234,2269.83,472.645,14.0237
525.319,2278.99,474.336,53.4958
525.403,2164.89,490.965,31.4169
525.488,2102.7,443.457,38.0378
525.572,2152.72,450.328,29.0847
525.657,2157.38,454.864,23.3587
525.741,2277.17,467.038,32.5576
525.825,2257.81,510.277,32.8626
525.91,2307.71,479.363,24.0528
525.994,2277.89,492.75,33.552
526.079,2247.32,496.259,36.0292
526.163,2081.49,463.29,46.0529
526.248,1985.35,420.437,34.0152
526.332,1889.27,401.882,48.5272
526.416,1850.27,386.466,32.4658
526.501,1895.07,408.6,43.1356
526.585,1920.0,415.763,25.1903
526.67,1969.74,446.818,44.0746
526.754,1965.85,427.338,35.5423
526.838,1917.21,421.822,29.4954
526.923,1796.61,358.298,15.1211
527.007,1646.25,379.723,31.0631
527.092,1610.62,342.293,34.2074
527.176,1552.04,340.16,32.9732
527.26,1567.35,338.554,18.7897
527.345,1591.9,351.091,44.4289
527.429,1549.82,327.652,46.592
527.514,1583.99,347.3,30.2425
527.598,1481.8,311.689,39.1895
527.682,1283.64,275.131,31.3604
527.767,1178.19,241.56,22.8413
