λ,sp1_E
540.575,425.333
540.659,287.643
540.743,359.73
540.827,308.279
540.911,380.295
540.995,403.404
541.079,329.153
541.163,377.26
541.248,364.682
541.332,381.435
541.416,339.265
541.5,345.048
541.584,404.33
541.668,340.455
541.752,317.968
541.836,399.016
541.921,355.238
542.005,369.363
542.089,327.265
542.173,364.937
542.257,390.746
542.341,442.864
542.425,361.736
542.509,374.26
542.593,428.418
542.677,321.571
542.762,349.622
542.846,345.218
542.93,365.345
543.014,350.188
543.098,340.471
543.182,372.075
543.266,337.93
543.35,387.255
543.434,353.78
543.518,384.502
543.602,413.312
543.686,373.74
543.771,318.658
543.855,374.524
543.939,356.494
544.023,364.687
544.107,378.771
544.191,361.553
544.275,399.453
544.359,371.081
544.443,327.522
544.527,350.583
544.611,403.167
544.695,321.197
544.779,358.397
544.863,352.449
544.947,325.734
545.031,322.245
545.115,389.19
545.2,365.515
545.284,349.737
545.368,350.621
545.452,375.672
545.536,358.334
545.62,358.828
545.704,346.377
545.788,367.101
545.872,388.448
545.956,349.37
546.04,388.662
546.124,394.205
546.208,373.642
546.292,373.748
546.376,320.751
546.46,356.842
546.544,394.631
546.628,321.91
546.712,298.504
546.796,341.287
546.88,358.314
546.964,329.131
547.048,385.792
547.132,319.455
547.216,364.683
547.3,365.643
547.384,315.094
547.468,322.268
547.552,365.796
547.636,342.119
547.72,315.77
547.804,312.2
547.888,306.294
547.972,331.127
548.056,360.132
548.14,333.391
548.224,376.856
548.308,329.18
548.392,334.801
548.476,250.091
548.56,294.311
548.644,290.665
548.728,315.584
548.812,341.829
548.896,285.585
548.98,324.498
549.064,309.639
549.148,294.659
549.232,298.7
549.316,302.227
549.4,338.952
549.484,349.25
549.568,332.663
549.652,359.384
549.736,386.886
549.819,348.797
549.903,372.264
549.987,343.326
550.071,350.577
550.155,295.443
550.239,342.842
550.323,317.831
550.407,337.089
550.491,372.767
550.575,322.784
550.659,346.876
550.743,316.352
550.827,363.873
550.911,312.194
550.995,344.148
551.079,388.044
551.162,368.114
551.246,315.638
551.33,373.676
551.414,349.141
551.498,332.228
551.582,352.488
551.666,326.992
551.75,355.779
551.834,338.358
551.918,371.679
552.002,328.585
552.086,353.65
552.17,289.102
552.253,329.822
552.337,338.186
552.421,310.241
552.505,260.961
552.589,297.898
552.673,271.123
552.757,278.289
552.841,301.377
552.925,382.73
553.008,340.988
553.092,310.488
553.176,329.382
553.26,321.728
553.344,313.044
553.428,361.752
553.512,340.705
553.596,365.331
553.68,374.688
553.763,354.261
553.847,275.053
553.931,337.709
554.015,333.281
554.099,287.652
554.183,300.742
554.267,328.926
554.351,293.831
554.434,339.073
554.518,336.375
554.602,348.398
554.686,387.525
554.77,330.391
554.854,285.329
554.938,394.025
555.021,343.116
555.105,337.404
555.189,376.563
555.273,385.965
555.357,296.201
555.441,364.28
555.524,318.586
555.608,349.546
555.692,363.78
555.776,323.46
555.86,308.333
555.944,354.848
556.027,346.498
556.111,345.692
556.195,358.483
556.279,341.394
556.363,356.117
556.447,344.633
556.53,348.12
556.614,382.224
556.698,342.63
556.782,335.184
556.866,283.852
556.949,323.613
557.033,346.623
557.117,362.692
557.201,351.396
557.285,321.596
557.369,365.001
557.452,375.682
557.536,324.114
557.62,396.136
557.704,351.552
557.788,325.009
557.871,324.871
557.955,302.358
558.039,298.61
558.123,318.325
558.206,325.492
558.29,350.076
558.374,334.152
558.458,313.28
558.542,339.999
558.625,325.434
558.709,294.272
558.793,378.151
558.877,347.802
558.961,382.434
559.044,334.909
559.128,299.471
559.212,354.208
559.296,339.407
559.379,319.015
559.463,345.757
559.547,349.493
559.631,415.025
559.714,344.68
559.798,392.826
559.882,291.827
559.966,414.653
560.049,373.948
560.133,358.46
560.217,343.792
560.301,418.153
560.384,336.417
560.468,348.612
560.552,339.279
560.636,360.858
560.719,313.801
560.803,358.669
560.887,303.354
560.971,390.45
561.054,374.71
561.138,331.473
561.222,368.607
561.305,380.944
561.389,359.243
561.473,252.431
561.557,294.605
561.64,317.533
561.724,407.724
561.808,327.937
561.892,333.755
561.975,351.455
562.059,321.846
562.143,296.775
562.226,337.84
562.31,278.582
562.394,355.585
562.477,335.547
562.561,369.615
562.645,393.178
562.729,337.667
562.812,341.854
562.896,356.756
562.98,363.786
563.063,364.74
563.147,316.765
563.231,379.061
563.314,379.818
563.398,402.64
563.482,310.386
563.565,353.541
563.649,345.244
563.733,345.271
563.817,365.626
563.9,359.034
563.984,339.05
564.068,368.764
564.151,303.172
564.235,323.182
564.319,358.971
564.402,334.543
564.486,337.213
564.57,333.251
564.653,318.753
564.737,397.596
564.821,345.286
564.904,375.76
564.988,304.982
565.071,328.996
565.155,371.903
565.239,307.265
565.322,411.677
565.406,318.848
565.49,344.705
565.573,373.908
565.657,366.852
565.741,374.617
565.824,357.413
565.908,357.563
565.992,347.276
566.075,374.299
566.159,394.617
566.242,382.447
566.326,376.84
566.41,371.381
566.493,328.237
566.577,454.355
566.661,376.074
566.744,369.329
566.828,357.829
566.911,346.854
566.995,473.955
567.079,395.242
567.162,353.292
567.246,403.34
567.329,427.926
567.413,426.905
567.497,489.756
567.58,428.552
567.664,362.72
567.747,421.127
567.831,396.393
567.915,397.46
567.998,340.366
568.082,377.929
568.165,368.678
568.249,384.077
568.333,420.936
568.416,408.126
568.5,403.263
568.583,432.269
568.667,349.473
568.751,373.073
568.834,373.377
568.918,348.48
569.001,409.624
569.085,424.744
569.168,365.021
569.252,404.626
569.336,435.052
569.419,373.017
569.503,357.755
569.586,406.025
569.67,430.231
569.753,422.05
569.837,397.808
569.92,413.998
570.004,408.297
570.088,411.81
570.171,411.336
570.255,359.944
570.338,455.457
570.422,456.515
570.505,388.453
570.589,395.375
570.672,338.365
570.756,420.232
570.839,404.588
570.923,419.826
571.007,435.395
571.09,434.504
571.174,389.774
571.257,367.733
571.341,415.489
571.424,373.797
571.508,413.497
571.591,396.686
571.675,408.137
571.758,408.258
571.842,402.213
571.925,397.55
572.009,433.755
572.092,425.591
572.176,428.187
572.259,420.332
572.343,501.41
572.426,395.974
572.51,433.013
572.593,437.774
572.677,402.445
572.76,425.237
572.844,412.973
572.927,418.895
573.011,444.582
573.094,452.233
573.178,439.108
573.261,471.375
573.345,391.94
573.428,474.549
573.512,452.222
573.595,442.288
573.679,497.731
573.762,451.208
573.846,486.304
573.929,427.002
574.013,452.192
574.096,467.75
574.18,463.671
574.263,465.809
574.347,420.928
574.43,542.872
574.514,453.151
574.597,419.502
574.68,501.368
574.764,502.25
574.847,504.999
574.931,474.138
575.014,475.722
575.098,484.816
575.181,472.291
575.265,465.237
575.348,464.574
575.432,396.103
575.515,482.262
575.598,437.358
575.682,440.047
575.765,426.718
575.849,461.975
575.932,412.455
576.016,508.57
576.099,436.941
576.182,479.249
576.266,378.908
576.349,417.028
576.433,476.541
576.516,420.877
576.6,449.134
576.683,441.148
576.766,521.932
576.85,451.594
576.933,388.736
577.017,446.064
577.1,465.078
577.184,443.241
577.267,464.052
577.35,500.483
577.434,526.823
577.517,452.583
577.601,488.616
577.684,554.467
577.767,443.078
577.851,437.055
577.934,460.806
578.018,475.2
578.101,449.682
578.184,506.495
578.268,495.221
578.351,471.49
578.435,460.315
578.518,419.684
578.601,466.119
578.685,515.67
578.768,489.545
578.851,444.004
578.935,485.344
579.018,451.412
579.102,525.976
579.185,520.647
579.268,482.482
579.352,510.684
579.435,498.633
579.518,496.248
579.602,485.009
579.685,511.64
579.768,534.002
579.852,478.981
579.935,487.243
580.019,513.128
580.102,476.418
580.185,424.791
580.269,461.278
580.352,516.365
580.435,474.554
580.519,496.897
580.602,531.305
580.685,445.771
580.769,534.076
580.852,555.009
580.935,480.788
581.019,423.607
581.102,495.417
581.185,510.206
581.269,477.633
581.352,439.812
581.435,508.907
581.519,487.403
581.602,442.55
581.685,497.256
581.769,463.297
581.852,521.028
581.935,529.934
582.019,481.18
582.102,474.226
582.185,496.826
582.269,498.973
582.352,543.372
582.435,546.933
582.518,520.964
582.602,535.236
582.685,493.433
582.768,545.999
582.852,537.242
582.935,466.914
583.018,526.456
583.102,530.919
583.185,543.977
583.268,510.162
583.351,555.006
583.435,607.134
583.518,545.597
583.601,507.576
583.685,498.169
583.768,521.457
583.851,531.762
583.934,545.71
584.018,559.884
584.101,539.855
584.184,568.879
584.267,544.666
584.351,554.545
584.434,543.582
584.517,532.314
584.601,556.613
584.684,542.349
584.767,519.001
584.85,515.228
584.934,544.383
585.017,593.147
585.1,519.235
585.183,527.826
585.267,524.676
585.35,472.452
585.433,552.048
585.516,525.352
585.6,526.871
585.683,539.098
585.766,512.992
585.849,502.453
585.933,530.208
586.016,522.153
586.099,533.422
586.182,495.933
586.266,496.183
586.349,458.364
586.432,488.972
586.515,473.441
586.598,539.18
586.682,509.086
586.765,485.693
586.848,560.705
586.931,438.552
587.015,500.117
587.098,521.964
587.181,575.519
587.264,562.776
587.347,542.385
587.431,525.577
587.514,499.089
587.597,524.09
587.68,473.414
587.763,594.32
587.847,519.578
587.93,525.543
588.013,599.729
588.096,588.045
588.179,535.754
588.263,556.995
588.346,645.32
588.429,561.49
588.512,526.208
588.595,557.389
588.678,466.711
588.762,557.515
588.845,532.812
588.928,561.747
589.011,542.785
589.094,598.735
589.178,666.112
589.261,643.558
589.344,678.891
589.427,726.234
589.51,755.285
589.593,743.73
589.677,646.138
589.76,616.788
589.843,622.515
589.926,610.547
590.009,650.625
590.092,660.351
590.176,639.207
590.259,581.164
590.342,579.749
590.425,484.447
590.508,564.184
590.591,503.847
590.674,561.146
590.758,485.466
590.841,635.707
590.924,543.953
591.007,544.254
591.09,541.009
591.173,471.504
591.256,508.329
591.339,497.878
591.423,437.287
591.506,463.305
591.589,488.229
591.672,514.597
591.755,508.588
591.838,471.403
591.921,473.327
592.004,514.217
592.088,508.344
592.171,506.184
592.254,493.371
592.337,521.431
592.42,551.738
592.503,545.718
592.586,483.373
592.669,514.517
592.752,549.211
592.836,425.858
592.919,533.559
593.002,521.886
593.085,545.574
593.168,559.781
593.251,507.466
593.334,502.286
593.417,505.966
593.5,520.729
593.583,565.049
593.666,536.177
593.75,511.015
593.833,553.096
593.916,492.009
593.999,588.806
594.082,561.811
594.165,541.691
594.248,534.307
594.331,524.336
594.414,500.549
594.497,556.561
594.58,516.566
594.663,556.547
594.746,496.867
594.829,531.293
594.913,546.898
594.996,538.13
595.079,555.958
595.162,576.263
595.245,586.655
595.328,537.515
595.411,597.278
595.494,524.051
595.577,510.109
595.66,507.719
595.743,486.449
595.826,510.245
595.909,524.036
595.992,395.065
596.075,560.155
596.158,496.604
596.241,494.331
596.324,533.096
596.407,499.134
596.49,451.727
596.573,404.719
596.656,428.593
596.739,460.836
596.822,486.401
596.905,426.41
596.988,507.87
597.071,458.005
597.154,544.531
597.237,473.223
597.32,451.285
597.404,458.409
597.487,499.198
597.57,488.491
597.653,398.933
597.736,424.708
597.819,479.91
597.902,487.37
597.985,499.454
598.068,475.26
598.151,483.849
598.234,488.428
598.316,491.218
598.399,480.667
598.482,515.402
598.565,490.085
598.648,483.243
598.731,512.9
598.814,474.805
598.897,506.51
598.98,523.472
599.063,510.315
599.146,527.269
599.229,546.191
599.312,499.09
599.395,451.791
599.478,505.832
599.561,490.264
599.644,492.431
599.727,411.896
599.81,448.269
599.893,413.405
599.976,501.431
600.059,478.467
600.142,454.044
600.225,456.538
600.308,411.302
600.391,457.921
600.474,521.398
600.557,520.739
600.64,527.047
600.723,455.967
600.805,484.631
600.888,503.095
600.971,508.553
601.054,501.924
601.137,470.439
601.22,481.805
601.303,419.836
601.386,493.312
601.469,485.391
601.552,480.657
601.635,473.604
601.718,447.361
601.801,458.19
601.884,409.423
601.966,436.259
602.049,470.922
602.132,396.146
602.215,359.271
602.298,386.531
602.381,406.652
602.464,427.597
602.547,340.131
602.63,410.095
602.713,399.559
602.796,359.043
602.878,417.342
602.961,473.284
603.044,436.261
603.127,476.911
603.21,443.307
603.293,326.444
603.376,487.965
603.459,439.601
603.542,421.277
603.624,444.636
603.707,409.008
603.79,412.396
603.873,391.54
603.956,462.529
604.039,399.092
604.122,399.956
604.205,460.871
604.287,446.756
604.37,464.133
604.453,417.991
604.536,448.552
604.619,409.762
604.702,371.774
604.785,440.539
604.868,408.956
604.95,425.152
605.033,431.293
605.116,456.916
605.199,439.711
605.282,457.511
605.365,432.021
605.448,391.03
605.53,483.636
605.613,413.5
605.696,433.992
605.779,411.273
605.862,408.793
605.945,468.982
606.027,450.161
606.11,454.764
606.193,406.748
606.276,440.148
606.359,452.552
606.442,454.373
606.524,415.053
606.607,433.213
606.69,416.52
606.773,438.375
606.856,391.913
606.939,411.115
607.021,437.014
607.104,368.873
607.187,411.482
607.27,389.048
607.353,366.363
607.435,431.252
607.518,392.608
607.601,385.052
607.684,366.532
607.767,319.094
607.849,284.89
607.932,337.952
608.015,411.668
608.098,332.471
608.181,377.573
608.263,338.982
608.346,328.101
608.429,343.422
608.512,400.592
608.595,348.632
608.677,338.298
608.76,407.345
608.843,333.951
608.926,346.756
609.008,353.779
609.091,371.386
609.174,364.978
609.257,330.787
609.34,367.443
609.422,400.271
609.505,362.395
609.588,410.577
609.671,370.78
609.753,394.535
609.836,360.605
609.919,378.162
610.002,394.163
610.084,375.449
610.167,361.799
610.25,376.688
610.333,355.262
610.415,326.272
610.498,367.848
610.581,370.572
610.664,394.608
610.746,371.941
610.829,380.625
610.912,363.823
610.995,360.541
611.077,361.138
611.16,351.851
611.243,403.351
611.326,350.758
611.408,391.529
611.491,471.783
611.574,405.561
611.656,365.717
611.739,370.397
611.822,287.459
611.905,394.052
611.987,381.116
612.07,351.749
612.153,356.925
612.235,421.258
612.318,449.541
612.401,346.237
612.484,366.296
612.566,377.772
612.649,329.867
612.732,364.357
612.814,348.02
612.897,307.484
612.98,381.72
613.062,351.019
613.145,366.251
613.228,352.294
613.311,337.345
613.393,312.939
613.476,264.264
613.559,361.822
613.641,327.941
613.724,342.432
613.807,306.031
613.889,329.725
613.972,347.986
614.055,313.64
614.137,308.519
614.22,334.417
614.303,370.283
614.385,269.129
614.468,304.567
614.551,339.343
614.633,324.423
614.716,307.139
614.799,353.579
614.881,354.26
614.964,332.722
615.047,327.355
615.129,338.452
615.212,360.5
615.295,353.426
615.377,290.684
615.46,334.859
615.543,370.349
615.625,341.428
615.708,375.712
615.791,355.496
615.873,310.553
615.956,332.074
616.038,325.72
616.121,334.261
616.204,320.132
616.286,375.94
616.369,344.738
616.452,330.726
616.534,324.762
616.617,334.918
616.699,303.301
616.782,328.055
616.865,362.869
616.947,334.879
617.03,323.756
617.113,302.639
617.195,318.214
617.278,194.502
617.36,362.936
617.443,345.265
617.526,284.638
617.608,317.783
617.691,316.67
617.773,310.801
617.856,367.756
617.939,371.094
618.021,360.655
618.104,321.471
618.186,354.649
618.269,330.373
618.352,373.092
618.434,311.326
618.517,330.34
618.599,278.205
618.682,336.54
618.765,312.667
618.847,244.01
618.93,342.424
619.012,258.97
619.095,287.606
619.177,285.531
619.26,280.512
619.343,317.204
619.425,333.819
619.508,329.694
619.59,330.639
619.673,263.837
619.755,336.302
619.838,270.409
619.92,356.087
620.003,347.47
620.086,350.613
620.168,336.094
620.251,344.296
620.333,344.112
620.416,288.75
620.498,290.84
620.581,331.281
620.663,255.434
620.746,301.987
620.829,324.462
620.911,307.056
620.994,338.063
621.076,366.377
621.159,317.351
621.241,341.459
621.324,338.064
621.406,338.665
621.489,330.584
621.571,330.015
621.654,314.09
621.736,339.827
621.819,354.231
621.901,299.716
621.984,287.752
622.066,315.135
622.149,321.737
622.231,342.434
622.314,368.322
622.396,319.228
622.479,316.452
622.561,308.197
622.644,383.905
622.726,338.261
622.809,325.349
622.891,380.733
622.974,362.513
623.056,383.162
623.139,329.517
623.221,351.814
623.304,304.301
623.386,284.439
623.469,362.301
623.551,346.663
623.634,353.905
623.716,374.871
623.799,315.579
623.881,368.32
623.964,317.484
624.046,331.913
624.129,293.418
624.211,388.698
624.294,367.597
624.376,353.129
624.459,379.042
624.541,362.99
624.624,325.492
624.706,306.058
624.788,343.915
624.871,338.402
624.953,294.709
625.036,324.449
625.118,358.043
625.201,335.686
625.283,339.562
625.366,352.783
625.448,299.497
625.531,292.078
625.613,350.463
625.695,332.66
625.778,346.723
625.86,399.007
625.943,346.933
626.025,349.343
626.108,357.565
626.19,354.289
626.272,368.092
626.355,348.801
626.437,380.103
626.52,314.883
626.602,335.515
626.685,348.69
626.767,313.847
626.849,364.746
626.932,395.051
627.014,301.039
627.097,373.219
627.179,424.349
627.262,325.847
627.344,347.368
627.426,319.495
627.509,363.1
627.591,336.011
627.674,338.571
627.756,341.956
627.838,339.669
627.921,348.713
628.003,345.984
628.086,373.973
628.168,396.814
628.25,364.342
628.333,328.477
628.415,376.456
628.497,330.024
628.58,340.447
628.662,344.196
628.745,363.249
628.827,407.574
628.909,366.36
628.992,414.075
629.074,395.019
629.157,439.773
629.239,393.142
629.321,425.275
629.404,400.7
629.486,398.425
629.568,319.132
629.651,384.091
629.733,381.068
629.815,370.543
629.898,439.5
629.98,421.016
630.063,367.349
630.145,375.105
630.227,385.117
630.31,429.375
630.392,385.279
630.474,420.541
630.557,381.961
630.639,384.499
630.721,386.462
630.804,392.241
630.886,388.173
630.968,414.471
631.051,467.641
631.133,371.03
631.215,402.324
631.298,396.333
631.38,385.742
631.462,424.853
631.545,350.027
631.627,389.293
631.709,404.766
631.792,407.436
631.874,393.658
631.956,406.581
632.039,359.206
632.121,412.306
632.203,383.575
632.285,379.243
632.368,346.848
632.45,381.284
632.532,415.79
632.615,344.165
632.697,405.725
632.779,394.697
632.862,376.573
632.944,381.376
633.026,360.125
633.108,383.568
633.191,349.503
633.273,356.751
633.355,366.942
633.438,408.575
633.52,367.258
633.602,382.997
633.684,364.941
633.767,381.204
633.849,362.942
633.931,355.081
634.014,378.508
634.096,438.213
634.178,393.755
634.26,423.2
634.343,386.535
634.425,412.505
634.507,376.434
634.589,408.302
634.672,386.344
634.754,413.761
634.836,394.575
634.918,434.138
635.001,408.766
635.083,387.501
635.165,413.611
635.248,385.218
635.33,404.088
635.412,427.019
635.494,405.999
635.576,405.911
635.659,455.6
635.741,377.526
635.823,467.273
635.905,418.917
635.988,457.964
636.07,435.795
636.152,453.854
636.234,434.36
636.317,372.851
636.399,455.536
636.481,458.694
636.563,522.132
636.645,471.646
636.728,466.454
636.81,446.148
636.892,424.105
636.974,408.229
637.057,498.487
637.139,411.526
637.221,462.138
637.303,481.379
637.385,422.651
637.468,471.644
637.55,434.441
637.632,411.933
637.714,367.328
637.796,429.43
637.879,505.686
637.961,444.87
638.043,435.071
638.125,395.229
638.207,480.776
638.29,430.324
638.372,428.931
638.454,443.88
638.536,496.122
638.618,449.522
638.701,465.134
638.783,433.484
638.865,495.406
638.947,477.732
639.029,493.761
639.111,496.962
639.194,464.905
639.276,469.67
639.358,475.249
639.44,395.686
639.522,440.121
639.604,454.081
639.687,493.576
639.769,410.553
639.851,411.119
639.933,453.723
640.015,433.889
640.097,433.874
640.179,453.785
640.262,460.215
640.344,457.735
640.426,414.996
640.508,378.098
640.59,431.662
640.672,436.79
640.754,382.766
640.837,461.29
640.919,387.768
641.001,417.012
641.083,385.007
641.165,412.849
641.247,406.64
641.329,460.569
641.412,414.155
641.494,410.785
641.576,421.339
641.658,442.315
641.74,425.164
641.822,435.723
641.904,427.005
641.986,435.489
642.068,445.427
642.151,414.132
642.233,430.289
642.315,415.657
642.397,439.978
642.479,405.426
642.561,469.017
642.643,488.283
642.725,445.763
642.807,430.729
642.89,492.265
642.972,442.468
643.054,445.192
643.136,460.839
643.218,469.427
643.3,568.18
643.382,489.458
643.464,497.489
643.546,464.448
643.628,495.892
643.71,489.407
643.792,489.983
643.875,540.69
643.957,494.148
644.039,569.046
644.121,507.105
644.203,537.035
644.285,494.453
644.367,509.975
644.449,514.084
644.531,528.351
644.613,520.756
644.695,523.017
644.777,526.815
644.859,432.944
644.941,526.623
645.023,529.098
645.105,529.669
645.188,499.354
645.27,496.305
645.352,490.218
645.434,453.678
645.516,509.731
645.598,493.275
645.68,527.531
645.762,469.358
645.844,511.558
645.926,520.223
646.008,509.757
646.09,529.467
646.172,523.792
646.254,471.551
646.336,562.161
646.418,504.001
646.5,511.65
646.582,541.632
646.664,478.238
646.746,510.279
646.828,500.385
646.91,516.839
646.992,476.637
647.074,434.089
647.156,450.195
647.238,463.427
647.32,407.831
647.402,488.583
647.484,500.276
647.566,522.067
647.648,456.51
647.73,457.936
647.812,517.816
647.894,392.936
647.976,419.631
648.058,411.089
648.14,461.248
648.222,400.908
648.304,443.191
648.386,481.782
648.468,446.37
648.55,402.526
648.632,442.609
648.714,480.914
648.796,456.818
648.878,448.351
648.96,427.511
649.042,415.5
649.124,450.111
649.206,433.589
649.288,452.895
649.37,477.495
649.452,497.962
649.534,488.236
649.616,448.361
649.698,497.752
649.78,459.985
649.862,463.868
649.944,480.575
650.026,492.491
650.107,584.495
650.189,490.697
650.271,494.821
650.353,490.282
650.435,484.338
650.517,495.316
650.599,463.756
650.681,477.801
650.763,397.283
650.845,494.348
650.927,524.013
651.009,502.619
651.091,510.853
651.173,554.917
651.255,532.17
651.337,568.838
651.418,524.714
651.5,517.307
651.582,540.811
651.664,515.926
651.746,522.882
651.828,567.118
651.91,546.202
651.992,551.591
652.074,558.158
652.156,579.574
652.238,625.67
652.319,529.052
652.401,548.308
652.483,565.676
652.565,535.421
652.647,578.907
652.729,520.768
652.811,544.801
652.893,577.063
652.975,553.186
653.057,518.939
653.138,536.87
653.22,491.665
653.302,540.203
653.384,566.152
653.466,546.605
653.548,483.368
653.63,554.766
653.712,542.293
653.793,592.706
653.875,525.294
653.957,534.82
654.039,556.488
654.121,584.128
654.203,585.918
654.285,539.153
654.367,563.298
654.448,536.5
654.53,518.976
654.612,535.643
654.694,477.254
654.776,494.303
654.858,510.94
654.94,486.915
655.021,516.434
655.103,459.932
655.185,487.32
655.267,483.77
655.349,503.51
655.431,476.038
655.512,463.258
655.594,454.173
655.676,431.781
655.758,461.759
655.84,473.076
655.922,449.443
656.004,435.465
656.085,468.548
656.167,431.725
656.249,432.791
656.331,492.601
656.413,482.149
656.494,535.358
656.576,484.244
656.658,474.085
656.74,498.333
656.822,476.455
656.904,486.066
656.985,455.473
657.067,451.304
657.149,436.277
657.231,459.311
657.313,504.558
657.394,540.359
657.476,432.972
657.558,420.816
657.64,468.999
657.722,426.903
657.803,511.353
657.885,514.197
657.967,462.51
658.049,408.101
658.131,473.529
658.212,521.779
658.294,517.845
658.376,478.985
658.458,514.351
658.539,543.237
658.621,507.583
658.703,515.538
658.785,509.578
658.867,526.599
658.948,494.816
659.03,487.618
659.112,477.774
659.194,538.615
659.275,735.473
659.357,551.118
659.439,531.574
659.521,574.172
659.602,604.303
659.684,573.715
659.766,508.843
659.848,534.872
659.929,578.424
660.011,489.848
660.093,578.873
660.175,553.629
660.256,634.259
660.338,495.839
660.42,552.439
660.502,509.711
660.583,516.141
660.665,416.574
660.747,432.302
660.829,486.866
660.91,584.665
660.992,479.766
661.074,534.715
661.156,486.892
661.237,477.472
661.319,559.275
661.401,516.735
661.482,503.33
661.564,563.89
661.646,535.922
661.728,511.652
661.809,551.74
661.891,549.754
661.973,512.851
662.054,546.959
662.136,503.651
662.218,537.596
662.299,534.957
662.381,555.406
662.463,528.303
662.545,560.953
662.626,496.683
662.708,462.054
662.79,462.95
662.871,444.851
662.953,422.267
663.035,395.716
663.116,429.641
663.198,436.144
663.28,470.312
663.361,435.97
663.443,431.167
663.525,472.78
663.607,427.628
663.688,489.028
663.77,424.379
663.852,405.985
663.933,377.788
664.015,400.346
664.097,398.395
664.178,430.642
664.26,381.405
664.342,401.983
664.423,380.585
664.505,427.327
664.587,422.758
664.668,384.901
664.75,418.157
664.831,420.548
664.913,439.41
664.995,456.041
665.076,401.228
665.158,398.59
665.24,442.218
665.321,359.438
665.403,411.092
665.485,400.466
665.566,409.404
665.648,401.442
665.73,418.689
665.811,406.476
665.893,448.169
665.974,417.315
666.056,446.27
666.138,430.522
666.219,433.842
666.301,476.059
666.383,424.113
666.464,479.606
666.546,436.869
666.627,455.699
666.709,409.249
666.791,463.874
666.872,463.072
666.954,438.958
667.035,464.999
667.117,469.565
667.199,455.846
667.28,445.338
667.362,391.427
667.443,432.041
667.525,567.746
667.607,495.049
667.688,491.4
667.77,478.862
667.851,430.674
667.933,459.823
668.015,480.238
668.096,503.778
668.178,533.266
668.259,510.317
668.341,507.671
668.423,488.272
668.504,471.902
668.586,460.42
668.667,486.012
668.749,427.949
668.83,409.529
668.912,495.824
668.994,502.957
669.075,459.29
669.157,463.094
669.238,398.279
669.32,472.825
669.401,430.303
669.483,455.332
669.564,466.859
669.646,497.864
669.728,390.596
669.809,467.363
669.891,487.803
669.972,419.077
670.054,476.615
670.135,456.377
670.217,491.715
670.298,408.349
670.38,433.118
670.461,483.376
670.543,455.671
670.625,416.869
670.706,406.319
670.788,398.159
670.869,383.62
670.951,342.721
671.032,398.97
671.114,381.047
671.195,391.688
671.277,437.313
671.358,341.888
671.44,359.21
671.521,370.085
671.603,403.875
671.684,388.509
671.766,351.382
671.847,349.79
671.929,325.543
672.01,302.659
672.092,319.246
672.173,304.362
672.255,282.942
672.336,271.485
672.418,319.913
672.499,295.659
672.581,325.314
672.662,362.481
672.744,275.534
672.825,347.152
672.907,312.989
672.988,317.801
673.07,390.797
673.151,355.581
673.233,355.649
673.314,331.614
673.396,325.316
673.477,265.356
673.559,333.348
673.64,339.324
673.722,310.365
673.803,361.038
673.885,334.046
673.966,323.47
674.047,312.002
674.129,297.567
674.21,299.955
674.292,304.308
674.373,256.7
674.455,292.513
674.536,267.325
674.618,374.058
674.699,338.208
674.781,365.598
674.862,331.896
674.943,345.977
675.025,334.916
675.106,306.956
675.188,349.372
675.269,325.073
675.351,290.607
675.432,351.678
675.514,365.329
675.595,393.253
675.676,357.69
675.758,364.843
675.839,371.211
675.921,358.637
676.002,359.129
676.084,355.981
676.165,409.029
676.246,323.365
676.328,398.642
676.409,370.202
676.491,337.278
676.572,345.075
676.653,339.651
676.735,393.027
676.816,347.064
676.898,371.122
676.979,376.413
677.06,359.252
677.142,302.757
677.223,295.74
677.305,396.746
677.386,334.403
677.467,322.396
677.549,350.545
677.63,344.372
677.712,341.962
677.793,292.771
677.874,299.562
677.956,339.262
678.037,297.518
678.119,345.543
678.2,326.653
678.281,359.417
678.363,369.228
678.444,360.262
678.525,342.536
678.607,306.709
678.688,317.109
678.77,301.468
678.851,309.39
678.932,289.369
679.014,307.801
679.095,353.035
679.176,285.725
679.258,319.916
679.339,290.01
679.42,280.531
679.502,237.649
679.583,249.472
679.664,238.056
679.746,252.526
679.827,266.997
679.909,330.386
679.99,298.455
680.071,260.098
680.153,233.097
680.234,253.424
680.315,235.06
680.397,217.414
680.478,205.147
680.559,240.143
680.641,178.462
680.722,260.153
680.803,236.273
680.885,232.024
680.966,186.611
681.047,272.21
681.128,245.42
681.21,263.214
681.291,222.643
681.372,188.292
681.454,193.419
681.535,229.165
681.616,217.958
681.698,238.858
681.779,227.534
681.86,250.483
681.942,304.2
682.023,254.952
682.104,217.965
682.186,200.799
682.267,280.821
682.348,229.171
682.429,176.814
682.511,223.37
682.592,256.2
682.673,160.505
682.755,234.838
682.836,185.31
682.917,208.609
682.998,208.941
683.08,267.973
683.161,216.494
683.242,173.338
683.324,231.579
683.405,231.114
683.486,240.797
683.567,174.444
683.649,224.05
683.73,250.805
683.811,253.708
683.892,183.137
683.974,284.02
684.055,183.688
684.136,276.955
684.217,211.372
684.299,223.394
684.38,191.265
684.461,233.658
684.542,239.588
684.624,174.407
684.705,261.171
684.786,271.192
684.867,168.633
684.949,210.4
685.03,235.931
