λ,alta_E
541.079,1701.57
541.163,1502.94
541.248,1242.29
541.332,1158.5
541.416,1229.44
541.5,1301.01
541.584,1358.37
541.668,1402.89
541.752,1432.74
541.836,1531.84
541.921,1487.01
542.005,1536.67
542.089,1532.01
542.173,1542.38
542.257,1591.46
542.341,1629.67
542.425,1651.92
542.509,1689.99
542.593,1814.55
542.677,1489.56
542.762,1379.75
542.846,1308.88
542.93,1290.13
543.014,1411.71
543.098,1392.11
543.182,1381.7
543.266,1389.34
543.35,1385.46
543.434,1466.89
543.518,1472.15
543.602,1614.35
543.686,1623.37
543.771,1661.37
543.855,1655.44
543.939,1645.47
544.023,1606.42
544.107,1502.46
544.191,1505.6
544.275,1554.58
544.359,1735.91
544.443,1747.86
544.527,1702.73
544.611,1486.54
544.695,1219.31
544.779,1111.76
544.863,1007.48
544.947,1061.29
545.031,1104.33
545.115,1202.79
545.2,1207.61
545.284,1203.55
545.368,1247.54
545.452,1324.38
545.536,1346.15
545.62,1364.29
545.704,1383.46
545.788,1387.4
545.872,1468.8
545.956,1491.72
546.04,1529.66
546.124,1566.98
546.208,1536.63
546.292,1488.48
546.376,1333.51
546.46,1358.65
546.544,1365.8
546.628,1319.89
546.712,1320.34
546.796,1295.03
546.88,1317.34
546.964,1258.51
547.048,1372.58
547.132,1365.49
547.216,1480.54
547.3,1462.86
547.384,1492.47
547.468,1515.58
547.552,1555.09
547.636,1487.28
547.72,1408.43
547.804,1423.85
547.888,1387.17
547.972,1539.4
548.056,1602.78
548.14,1545.31
548.224,1390.64
548.308,1163.5
548.392,1077.84
548.476,979.645
548.56,1045.85
548.644,1055.36
548.728,1078.34
548.812,1087.36
548.896,1011.05
548.98,999.918
549.064,1026.76
549.148,1100.92
549.232,1052.83
549.316,1078.76
549.4,1099.99
549.484,1112.1
549.568,1111.45
549.652,1166.59
549.736,1201.64
549.819,1158.16
549.903,1131.94
549.987,1100.95
550.071,1043.4
550.155,992.9
550.239,1060.7
550.323,1100.08
550.407,1100.42
550.491,1180.38
550.575,1093.13
550.659,1109.14
550.743,1168.15
550.827,1202.83
550.911,1239.39
550.995,1263.7
551.079,1254.38
551.162,1279.09
551.246,1197.56
551.33,1194.76
551.414,1166.66
551.498,1202.85
551.582,1146.21
551.666,1246.52
551.75,1258.04
551.834,1306.27
551.918,1222.71
552.002,1075.69
552.086,975.992
552.17,921.053
552.253,993.705
552.337,956.927
552.421,917.287
552.505,886.503
552.589,908.658
552.673,902.78
552.757,947.049
552.841,1044.06
552.925,1031.36
553.008,972.801
553.092,883.14
553.176,839.476
553.26,726.149
553.344,739.283
553.428,775.652
553.512,808.137
553.596,810.346
553.68,790.722
553.763,763.715
553.847,674.003
553.931,719.53
554.015,651.507
554.099,724.13
554.183,642.611
554.267,653.016
554.351,648.03
554.434,693.998
554.518,670.121
554.602,716.546
554.686,781.166
554.77,771.987
554.854,732.526
554.938,795.885
555.021,832.416
555.105,765.663
555.189,781.556
555.273,719.902
555.357,715.297
555.441,759.577
555.524,782.878
555.608,821.023
555.692,797.419
555.776,729.882
555.86,632.207
555.944,606.722
556.027,614.698
556.111,605.694
556.195,649.09
556.279,637.951
556.363,629.612
556.447,652.268
556.53,667.529
556.614,711.887
556.698,637.75
556.782,644.267
556.866,566.445
556.949,655.821
557.033,656.54
557.117,685.601
557.201,712.994
557.285,678.023
557.369,716.929
557.452,662.195
557.536,569.509
557.62,600.878
557.704,526.158
557.788,471.926
557.871,499.027
557.955,552.351
558.039,494.225
558.123,515.415
558.206,513.264
558.29,504.803
558.374,475.678
558.458,465.379
558.542,475.735
558.625,494.257
558.709,505.846
558.793,515.018
558.877,535.888
558.961,523.167
559.044,500.769
559.128,474.995
559.212,479.972
559.296,521.86
559.379,509.343
559.463,559.442
559.547,560.081
559.631,599.537
559.714,496.507
559.798,468.151
559.882,451.649
559.966,444.386
560.049,436.867
560.133,437.179
560.217,449.369
560.301,470.165
560.384,436.124
560.468,479.905
560.552,479.198
560.636,446.843
560.719,435.192
560.803,442.745
560.887,461.235
560.971,484.303
561.054,503.876
561.138,479.118
561.222,510.928
561.305,496.071
561.389,514.985
561.473,476.733
561.557,518.574
561.64,534.816
561.724,613.636
561.808,533.465
561.892,516.577
561.975,521.33
562.059,428.156
562.143,426.953
562.226,482.574
562.31,425.229
562.394,463.594
562.477,471.87
562.561,497.642
562.645,499.594
562.729,486.72
562.812,468.743
562.896,492.169
562.98,500.053
563.063,486.877
563.147,472.446
563.231,460.859
563.314,455.776
563.398,505.827
563.482,458.334
563.565,485.646
563.649,475.49
563.733,468.813
563.817,478.718
563.9,491.806
563.984,467.478
564.068,460.626
564.151,427.147
564.235,429.37
564.319,443.851
564.402,428.634
564.486,441.983
564.57,424.711
564.653,400.395
564.737,441.045
564.821,433.595
564.904,447.74
564.988,420.952
565.071,463.953
565.155,489.092
565.239,445.988
565.322,480.308
565.406,428.568
565.49,430.711
565.573,461.696
565.657,459.26
565.741,474.202
565.824,430.648
565.908,436.184
565.992,426.398
566.075,446.327
566.159,480.379
566.242,529.59
566.326,503.44
566.41,498.116
566.493,473.54
566.577,536.736
566.661,467.012
566.744,427.321
566.828,425.394
566.911,466.055
566.995,501.753
567.079,467.039
567.162,464.632
567.246,489.929
567.329,487.749
567.413,558.509
567.497,549.521
567.58,507.723
567.664,505.664
567.747,496.365
567.831,524.958
567.915,539.691
567.998,538.996
568.082,513.132
568.165,530.488
568.249,560.989
568.333,555.388
568.416,557.039
568.5,564.574
568.583,590.683
568.667,528.122
568.751,536.099
568.834,528.742
568.918,541.142
569.001,554.511
569.085,596.477
569.168,529.615
569.252,582.186
569.336,594.941
569.419,544.945
569.503,562.71
569.586,630.399
569.67,618.199
569.753,624.212
569.837,641.309
569.92,687.36
570.004,646.144
570.088,626.602
570.171,697.088
570.255,674.533
570.338,742.36
570.422,742.616
570.505,761.696
570.589,778.401
570.672,756.586
570.756,865.24
570.839,931.146
570.923,972.489
571.007,1056.32
571.09,1048.78
571.174,1019.59
571.257,1019.49
571.341,1064.53
571.424,1053.24
571.508,1110.64
571.591,1150.97
571.675,1220.87
571.758,1343.13
571.842,1411.92
571.925,1438.94
572.009,1519.85
572.092,1628.68
572.176,1704.39
572.259,1818.16
572.343,1934.88
572.426,2031.53
572.51,2141.12
572.593,2277.16
572.677,2428.66
572.76,2526.76
572.844,2692.66
572.927,2849.9
573.011,2959.68
573.094,3092.94
573.178,3166.8
573.261,3281.24
573.345,3275.65
573.428,3370.07
573.512,3469.63
573.595,3568.71
573.679,3467.27
573.762,3226.23
573.846,3150.53
573.929,2885.22
574.013,2873.51
574.096,2985.6
574.18,3069.44
574.263,3183.84
574.347,3307.35
574.43,3446.15
574.514,3505.73
574.597,3600.59
574.68,3573.12
574.764,3598.14
574.847,3631.05
574.931,3797.9
575.014,3937.41
575.098,4009.4
575.181,3882.17
575.265,3603.39
575.348,3332.72
575.432,3204.96
575.515,3370.92
575.598,3675.88
575.682,4006.68
575.765,4078.11
575.849,3879.6
575.932,3362.37
576.016,2895.01
576.099,2372.46
576.182,2229.09
576.266,2242.0
576.349,2313.49
576.433,2468.44
576.516,2517.62
576.6,2676.74
576.683,2708.39
576.766,2835.2
576.85,2796.35
576.933,2815.98
577.017,2918.24
577.1,3094.72
577.184,3107.56
577.267,3248.08
577.35,3298.93
577.434,3523.73
577.517,3633.11
577.601,3788.89
577.684,4028.8
577.767,4120.01
577.851,4177.76
577.934,4435.12
578.018,4575.03
578.101,4630.81
578.184,4714.51
578.268,4783.83
578.351,4864.4
578.435,5049.28
578.518,5075.24
578.601,4751.94
578.685,4566.59
578.768,4157.45
578.851,4019.03
578.935,4184.29
579.018,4134.69
579.102,4355.75
579.185,4444.02
579.268,4565.56
579.352,4667.45
579.435,4700.07
579.518,4794.31
579.602,4895.46
579.685,4932.12
579.768,4975.12
579.852,5113.9
579.935,5293.07
580.019,5414.56
580.102,5050.23
580.185,4567.98
580.269,4146.18
580.352,4127.16
580.435,4328.67
580.519,4758.45
580.602,5115.63
580.685,5402.04
580.769,5019.94
580.852,4298.18
580.935,3431.9
581.019,2724.19
581.102,2369.2
581.185,2447.46
581.269,2651.67
581.352,2667.44
581.435,2780.36
581.519,2844.29
581.602,2976.28
581.685,2961.45
581.769,3081.27
581.852,3064.95
581.935,3099.03
582.019,3214.19
582.102,3248.67
582.185,3238.8
582.269,3378.73
582.352,3408.85
582.435,3503.47
582.518,3703.21
582.602,3824.62
582.685,3979.85
582.768,4197.55
582.852,4335.17
582.935,4456.33
583.018,4599.02
583.102,4641.12
583.185,4635.77
583.268,4778.6
583.351,4908.48
583.435,5150.54
583.518,5157.04
583.601,4840.8
583.685,4545.55
583.768,4253.96
583.851,4029.87
583.934,4054.05
584.018,4093.35
584.101,4312.44
584.184,4375.7
584.267,4540.27
584.351,4591.08
584.434,4748.48
584.517,4770.97
584.601,4894.81
584.684,4913.89
584.767,4947.27
584.85,5051.47
584.934,5167.9
585.017,5330.46
585.1,5199.57
585.183,4855.43
585.267,4369.16
585.35,4183.71
585.433,4100.09
585.516,4519.82
585.6,4850.04
585.683,5233.67
585.766,5351.41
585.849,4748.94
585.933,3965.74
586.016,3211.19
586.099,2472.17
586.182,2378.2
586.266,2581.89
586.349,2621.56
586.432,2692.98
586.515,2734.77
586.598,2910.59
586.682,2945.52
586.765,2993.21
586.848,3090.38
586.931,2992.03
587.015,3074.7
587.098,3263.93
587.181,3232.27
587.264,3266.04
587.347,3349.1
587.431,3416.06
587.514,3465.76
587.597,3641.96
587.68,3812.01
587.763,3987.28
587.847,4130.96
587.93,4284.12
588.013,4422.8
588.096,4609.47
588.179,4691.59
588.263,4732.93
588.346,4792.25
588.429,4884.0
588.512,4941.73
588.595,5132.22
588.678,5056.57
588.762,4870.41
588.845,4504.71
588.928,4261.95
589.011,4022.55
589.094,4061.58
589.178,4169.82
589.261,4343.95
589.344,4471.25
589.427,4548.04
589.51,4621.68
589.593,4730.59
589.677,4705.96
589.76,4845.98
589.843,4802.01
589.926,4786.2
590.009,4922.56
590.092,5011.53
590.176,4987.03
590.259,5152.57
590.342,4818.45
590.425,4364.34
590.508,4038.02
590.591,3931.4
590.674,4168.67
590.758,4520.77
590.841,4927.12
590.924,5147.21
591.007,4838.38
591.09,4171.44
591.173,3248.4
591.256,2563.39
591.339,2112.66
591.423,2144.48
591.506,2251.43
591.589,2241.63
591.672,2363.09
591.755,2442.55
591.838,2530.32
591.921,2586.58
592.004,2623.54
592.088,2609.41
592.171,2605.05
592.254,2629.64
592.337,2739.38
592.42,2745.38
592.503,2788.25
592.586,2777.69
592.669,2807.74
592.752,2976.91
592.836,3016.81
592.919,3187.54
593.002,3286.01
593.085,3484.91
593.168,3618.44
593.251,3701.24
593.334,3907.68
593.417,3849.99
593.5,3992.54
593.583,4029.72
593.666,4125.74
593.75,4186.48
593.833,4291.07
593.916,4380.95
593.999,4412.56
594.082,4083.81
594.165,3794.13
594.248,3542.08
594.331,3373.66
594.414,3450.65
594.497,3552.8
594.58,3646.26
594.663,3845.93
594.746,3769.26
594.829,3875.08
594.913,3858.44
594.996,3873.17
595.079,4077.19
595.162,4243.13
595.245,4182.11
595.328,4250.65
595.411,4466.77
595.494,4314.37
595.577,4473.97
595.66,4235.62
595.743,3874.09
595.826,3626.71
595.909,3534.9
595.992,3505.77
596.075,3933.47
596.158,4238.53
596.241,4442.6
596.324,4388.66
596.407,3783.09
596.49,3071.12
596.573,2371.77
596.656,1774.23
596.739,1716.21
596.822,1802.45
596.905,1867.21
596.988,1893.05
597.071,2003.7
597.154,2037.41
597.237,2082.17
597.32,2134.83
597.404,2104.25
597.487,2159.46
597.57,2172.54
597.653,2122.85
597.736,2235.27
597.819,2260.96
597.902,2278.21
597.985,2243.56
598.068,2270.1
598.151,2356.59
598.234,2485.99
598.316,2589.79
598.399,2651.96
598.482,2813.1
598.565,2971.51
598.648,3051.11
598.731,3174.48
598.814,3280.49
598.897,3319.15
598.98,3336.78
599.063,3388.09
599.146,3456.91
599.229,3577.24
599.312,3619.63
599.395,3690.33
599.478,3592.83
599.561,3360.45
599.644,3224.73
599.727,2955.63
599.81,2950.61
599.893,2967.31
599.976,3105.12
600.059,3118.08
600.142,3195.43
600.225,3285.42
600.308,3269.22
600.391,3277.1
600.474,3372.47
600.557,3510.58
600.64,3646.86
600.723,3598.62
600.805,3702.93
600.888,3776.19
600.971,3813.06
601.054,3892.34
601.137,3751.67
601.22,3463.95
601.303,3300.25
601.386,3250.15
601.469,3312.14
601.552,3562.77
601.635,3794.76
601.718,3905.48
601.801,3988.3
601.884,3598.01
601.966,3057.24
602.049,2543.46
602.132,1958.57
602.215,1755.13
602.298,1784.87
602.381,1862.52
602.464,1908.62
602.547,1877.18
602.63,1940.7
602.713,2042.06
602.796,2019.07
602.878,2063.24
602.961,2139.13
603.044,2147.25
603.127,2152.96
603.21,2200.33
603.293,2215.9
603.376,2267.85
603.459,2330.64
603.542,2310.69
603.624,2292.47
603.707,2370.92
603.79,2477.74
603.873,2623.92
603.956,2600.29
604.039,2767.5
604.122,2859.96
604.205,2979.43
604.287,3051.84
604.37,3228.05
604.453,3237.62
604.536,3327.99
604.619,3287.7
604.702,3310.63
604.785,3452.87
604.868,3412.09
604.95,3557.68
605.033,3556.93
605.116,3321.25
605.199,3166.28
605.282,2980.35
605.365,2781.78
605.448,2779.58
605.53,2893.88
605.613,2871.64
605.696,2976.1
605.779,2945.49
605.862,2992.03
605.945,3031.41
606.027,3043.03
606.11,3148.69
606.193,3195.95
606.276,3334.71
606.359,3405.49
606.442,3465.25
606.524,3449.27
606.607,3321.68
606.69,3422.02
606.773,3371.64
606.856,3155.49
606.939,2935.17
607.021,2887.77
607.104,2808.78
607.187,3009.63
607.27,3202.94
607.353,3348.88
607.435,3404.4
607.518,3124.03
607.601,2647.02
607.684,2065.14
607.767,1625.27
607.849,1313.39
607.932,1257.46
608.015,1362.72
608.098,1319.98
608.181,1411.34
608.263,1393.14
608.346,1368.45
608.429,1395.91
608.512,1456.58
608.595,1377.76
608.677,1409.86
608.76,1426.91
608.843,1364.41
608.926,1406.04
609.008,1411.46
609.091,1369.06
609.174,1365.04
609.257,1364.74
609.34,1386.34
609.422,1419.55
609.505,1478.16
609.588,1454.88
609.671,1444.81
609.753,1559.36
609.836,1545.54
609.919,1650.02
610.002,1655.7
610.084,1678.16
610.167,1754.89
610.25,1747.59
610.333,1768.96
610.415,1809.22
610.498,1891.45
610.581,1894.86
610.664,1924.76
610.746,2026.07
610.829,2000.51
610.912,1798.37
610.995,1786.76
611.077,1718.38
611.16,1595.09
611.243,1636.0
611.326,1642.6
611.408,1662.31
611.491,1820.67
611.574,1813.5
611.656,1790.58
611.739,1844.66
611.822,1779.85
611.905,1901.14
611.987,1952.42
612.07,1983.89
612.153,1983.06
612.235,2033.11
612.318,2083.03
612.401,1985.09
612.484,2016.01
612.566,1878.66
612.649,1873.96
612.732,1724.91
612.814,1744.73
612.897,1632.03
612.98,1771.68
613.062,1913.62
613.145,1959.19
613.228,1986.89
613.311,1911.56
613.393,1685.13
613.476,1380.08
613.559,1186.52
613.641,954.263
613.724,998.645
613.807,968.976
613.889,988.469
613.972,1026.41
614.055,1032.31
614.137,1055.69
614.22,1018.67
614.303,1109.1
614.385,1056.75
614.468,1072.42
614.551,1024.54
614.633,1092.59
614.716,1069.47
614.799,1132.15
614.881,1093.17
614.964,1096.46
615.047,1136.79
615.129,1123.36
615.212,1151.45
615.295,1170.99
615.377,1143.3
615.46,1184.09
615.543,1248.4
615.625,1232.57
615.708,1308.7
615.791,1313.2
615.873,1345.34
615.956,1376.44
616.038,1456.0
616.121,1437.88
616.204,1404.19
616.286,1443.7
616.369,1447.08
616.452,1494.01
616.534,1450.06
616.617,1424.15
616.699,1405.47
616.782,1392.46
616.865,1344.46
616.947,1314.22
617.03,1255.0
617.113,1249.9
617.195,1278.44
617.278,1420.3
617.36,1315.96
617.443,1344.54
617.526,1296.2
617.608,1317.96
617.691,1323.55
617.773,1352.7
617.856,1340.49
617.939,1386.12
618.021,1372.57
618.104,1442.41
618.186,1396.88
618.269,1393.89
618.352,1383.98
618.434,1323.47
618.517,1278.5
618.599,1270.45
618.682,1294.3
618.765,1330.83
618.847,1319.58
618.93,1339.97
619.012,1334.84
619.095,1328.95
619.177,1258.01
619.26,1217.54
619.343,1103.45
619.425,1041.99
619.508,940.12
619.59,890.349
619.673,856.811
619.755,911.749
619.838,893.002
619.92,967.79
620.003,983.551
620.086,980.208
620.168,973.221
620.251,973.772
620.333,980.507
620.416,943.542
620.498,950.048
620.581,955.659
620.663,898.075
620.746,993.032
620.829,948.154
620.911,1034.75
620.994,1101.86
621.076,1137.46
621.159,1120.59
621.241,1140.7
621.324,1170.95
621.406,1244.98
621.489,1215.68
621.571,1351.52
621.654,1306.28
621.736,1400.25
621.819,1420.56
621.901,1493.93
621.984,1509.66
622.066,1565.54
622.149,1628.23
622.231,1720.22
622.314,1742.59
622.396,1758.73
622.479,1817.01
622.561,1892.34
622.644,1884.46
622.726,1983.01
622.809,1921.12
622.891,2040.29
622.974,2009.07
623.056,2018.71
623.139,1988.47
623.221,1948.01
623.304,1892.3
623.386,1881.42
623.469,1875.98
623.551,1766.58
623.634,1740.57
623.716,1727.7
623.799,1687.27
623.881,1776.45
623.964,1778.2
624.046,1814.09
624.129,1860.51
624.211,1919.21
624.294,1892.69
624.376,1876.71
624.459,1881.07
624.541,1873.18
624.624,1839.0
624.706,1895.91
624.788,1896.0
624.871,1944.31
624.953,1954.27
625.036,1949.21
625.118,1850.77
625.201,1708.52
625.283,1621.44
625.366,1642.39
625.448,1612.47
625.531,1640.71
625.613,1747.86
625.695,1778.42
625.778,1752.54
625.86,1758.07
625.943,1711.69
626.025,1560.11
626.108,1399.02
626.19,1223.44
626.272,1098.31
626.355,1062.04
626.437,1033.73
626.52,1036.62
626.602,1056.08
626.685,1116.74
626.767,1094.94
626.849,1151.11
626.932,1231.67
627.014,1142.33
627.097,1138.83
627.179,1142.41
627.262,1109.0
627.344,1099.14
627.426,1114.84
627.509,1115.75
627.591,1065.48
627.674,1093.11
627.756,1156.38
627.838,1189.09
627.921,1242.36
628.003,1358.0
628.086,1328.58
628.168,1409.49
628.25,1420.43
628.333,1398.4
628.415,1535.71
628.497,1614.62
628.58,1623.11
628.662,1745.68
628.745,1779.92
628.827,1877.04
628.909,1928.25
628.992,2048.36
629.074,2094.13
629.157,2208.12
629.239,2258.67
629.321,2396.39
629.404,2395.3
629.486,2519.91
629.568,2526.95
629.651,2647.09
629.733,2628.65
629.815,2698.34
629.898,2688.86
629.98,2712.52
630.063,2754.91
630.145,2734.35
630.227,2746.32
630.31,2718.75
630.392,2647.27
630.474,2545.03
630.557,2434.12
630.639,2412.45
630.721,2344.35
630.804,2360.35
630.886,2448.15
630.968,2546.91
631.051,2588.65
631.133,2639.74
631.215,2682.01
631.298,2671.5
631.38,2647.91
631.462,2747.2
631.545,2695.32
631.627,2747.86
631.709,2728.83
631.792,2733.03
631.874,2791.14
631.956,2778.89
632.039,2747.42
632.121,2721.13
632.203,2504.15
632.285,2418.57
632.368,2300.51
632.45,2359.1
632.532,2361.06
632.615,2491.28
632.697,2556.19
632.779,2571.97
632.862,2557.04
632.944,2469.6
633.026,2276.16
633.108,2111.07
633.191,1862.07
633.273,1625.8
633.355,1490.68
633.438,1436.54
633.52,1464.21
633.602,1518.64
633.684,1522.17
633.767,1646.49
633.849,1586.03
633.931,1719.99
634.014,1701.26
634.096,1768.11
634.178,1738.92
634.26,1694.53
634.343,1676.47
634.425,1632.38
634.507,1650.53
634.589,1690.9
634.672,1619.85
634.754,1617.31
634.836,1601.02
634.918,1655.35
635.001,1690.45
635.083,1802.56
635.165,1856.58
635.248,1929.76
635.33,2024.66
635.412,2086.51
635.494,2168.02
635.576,2272.43
635.659,2412.37
635.741,2408.7
635.823,2531.53
635.905,2625.59
635.988,2744.92
636.07,2881.15
636.152,2954.49
636.234,3047.83
636.317,3126.57
636.399,3378.31
636.481,3424.67
636.563,3601.94
636.645,3596.9
636.728,3689.61
636.81,3738.03
636.892,3734.92
636.974,3836.07
637.057,3909.19
637.139,3884.42
637.221,3909.59
637.303,3914.57
637.385,3891.62
637.468,3845.66
637.55,3790.2
637.632,3595.58
637.714,3458.86
637.796,3364.03
637.879,3374.85
637.961,3268.39
638.043,3323.98
638.125,3373.55
638.207,3522.28
638.29,3517.8
638.372,3584.69
638.454,3634.08
638.536,3636.99
638.618,3681.28
638.701,3606.34
638.783,3700.15
638.865,3760.88
638.947,3748.9
639.029,3765.25
639.111,3770.53
639.194,3809.12
639.276,3755.52
639.358,3691.55
639.44,3477.14
639.522,3315.04
639.604,3157.08
639.687,3184.61
639.769,3168.5
639.851,3281.97
639.933,3430.11
640.015,3488.46
640.097,3461.01
640.179,3351.77
640.262,3134.75
640.344,2907.83
640.426,2590.86
640.508,2242.41
640.59,1980.83
640.672,1822.15
640.754,1730.7
640.837,1838.91
640.919,1806.38
641.001,1934.6
641.083,1884.05
641.165,1915.45
641.247,1943.06
641.329,1974.4
641.412,1969.49
641.494,1925.48
641.576,1913.28
641.658,1873.25
641.74,1817.57
641.822,1872.96
641.904,1782.99
641.986,1786.28
642.068,1806.4
642.151,1770.96
642.233,1823.54
642.315,1925.18
642.397,2043.02
642.479,2023.42
642.561,2162.67
642.643,2265.42
642.725,2284.16
642.807,2364.57
642.89,2455.96
642.972,2583.98
643.054,2742.77
643.136,2793.32
643.218,2895.79
643.3,2975.06
643.382,3089.03
643.464,3291.56
643.546,3433.56
643.628,3493.93
643.71,3730.71
643.792,3846.23
643.875,4074.34
643.957,4142.41
644.039,4305.74
644.121,4345.63
644.203,4458.49
644.285,4559.12
644.367,4575.35
644.449,4655.23
644.531,4756.43
644.613,4731.47
644.695,4795.27
644.777,4699.14
644.859,4680.6
644.941,4612.07
645.023,4513.37
645.105,4350.22
645.188,4199.76
645.27,4032.89
645.352,3903.15
645.434,3979.77
645.516,4117.98
645.598,4198.9
645.68,4309.15
645.762,4330.58
645.844,4406.84
645.926,4492.95
646.008,4515.17
646.09,4596.97
646.172,4597.55
646.254,4587.81
646.336,4664.93
646.418,4715.72
646.5,4784.4
646.582,4810.18
646.664,4707.62
646.746,4688.96
646.828,4616.7
646.91,4464.91
646.992,4158.5
647.074,3943.62
647.156,3994.0
647.238,4047.58
647.32,4126.69
647.402,4311.11
647.484,4520.66
647.566,4554.91
647.648,4285.93
647.73,4071.74
647.812,3747.1
647.894,3338.82
647.976,2823.37
648.058,2498.25
648.14,2204.52
648.222,2037.55
648.304,2108.11
648.386,2166.05
648.468,2255.52
648.55,2256.67
648.632,2344.3
648.714,2370.96
648.796,2466.91
648.878,2437.01
648.96,2402.29
649.042,2338.12
649.124,2410.04
649.206,2295.55
649.288,2261.38
649.37,2203.91
649.452,2210.73
649.534,2196.04
649.616,2102.92
649.698,2200.38
649.78,2163.48
649.862,2221.81
649.944,2320.82
650.026,2459.49
650.107,2564.2
650.189,2666.53
650.271,2730.03
650.353,2841.63
650.435,2914.44
650.517,3047.58
650.599,3143.76
650.681,3243.63
650.763,3325.29
650.845,3513.09
650.927,3598.51
651.009,3724.75
651.091,3930.12
651.173,4149.31
651.255,4298.77
651.337,4500.61
651.418,4563.47
651.5,4760.47
651.582,4888.82
651.664,4992.84
651.746,5101.31
651.828,5197.16
651.91,5346.99
651.992,5402.39
652.074,5457.69
652.156,5465.94
652.238,5645.86
652.319,5572.71
652.401,5560.08
652.483,5526.71
652.565,5490.28
652.647,5316.51
652.729,5107.35
652.811,4973.83
652.893,4737.64
652.975,4714.92
653.057,4565.09
653.138,4649.28
653.22,4669.0
653.302,4813.56
653.384,4995.83
653.466,5071.39
653.548,5107.36
653.63,5136.78
653.712,5121.94
653.793,5144.69
653.875,5182.94
653.957,5258.83
654.039,5350.63
654.121,5380.43
654.203,5567.82
654.285,5460.88
654.367,5413.7
654.448,5395.11
654.53,5183.87
654.612,4940.03
654.694,4593.39
654.776,4456.78
654.858,4327.89
654.94,4458.42
655.021,4747.06
655.103,4865.99
655.185,5054.59
655.267,5102.78
655.349,5015.03
655.431,4814.79
655.512,4321.25
655.594,3903.42
655.676,3336.81
655.758,2935.91
655.84,2681.2
655.922,2356.59
656.004,2311.24
656.085,2338.15
656.167,2449.45
656.249,2489.03
656.331,2504.05
656.413,2567.64
656.494,2570.08
656.576,2534.55
656.658,2555.69
656.74,2626.52
656.822,2555.51
656.904,2552.4
656.985,2522.63
657.067,2472.34
657.149,2429.88
657.231,2446.31
657.313,2402.31
657.394,2419.93
657.476,2456.63
657.558,2417.37
657.64,2482.29
657.722,2593.67
657.803,2761.37
657.885,2864.65
657.967,2887.28
658.049,3044.8
658.131,3134.45
658.212,3229.98
658.294,3476.64
658.376,3612.04
658.458,3723.25
658.539,3919.69
658.621,4037.71
658.703,4261.78
658.785,4323.66
658.867,4608.78
658.948,4758.1
659.03,4968.72
659.112,5168.19
659.194,5450.1
659.275,5746.5
659.357,5824.72
659.439,6103.58
659.521,6310.7
659.602,6453.29
659.684,6547.49
659.766,6578.55
659.848,6727.55
659.929,6832.61
660.011,6990.12
660.093,7042.55
660.175,7195.81
660.256,7284.05
660.338,7106.57
660.42,7084.76
660.502,7005.92
660.583,6767.47
660.665,6590.71
660.747,6229.39
660.829,6015.28
660.91,5853.92
660.992,5962.03
661.074,6001.38
661.156,6136.67
661.237,6245.15
661.319,6566.22
661.401,6637.92
661.482,6719.56
661.564,6667.24
661.646,6761.66
661.728,6695.87
661.809,6673.59
661.891,6786.46
661.973,6995.34
662.054,7101.96
662.136,7294.39
662.218,7338.26
662.299,7438.11
662.381,7294.87
662.463,7090.45
662.545,6731.85
662.626,6237.41
662.708,5788.24
662.79,5661.03
662.871,5735.68
662.953,5968.64
663.035,6292.61
663.116,6692.95
663.198,6905.65
663.28,6948.81
663.361,6687.93
663.443,6186.77
663.525,5514.67
663.607,4684.77
663.688,4055.06
663.77,3411.75
663.852,3012.2
663.933,2778.56
664.015,2715.43
664.097,2851.39
664.178,2932.92
664.26,2973.29
664.342,3041.47
664.423,3032.68
664.505,3093.05
664.587,3093.77
664.668,3090.95
664.75,3037.27
664.831,2952.72
664.913,2996.01
664.995,2904.11
665.076,2785.36
665.158,2734.07
665.24,2608.3
665.321,2521.85
665.403,2495.25
665.485,2472.05
665.566,2496.86
665.648,2515.0
665.73,2563.35
665.811,2606.94
665.893,2812.25
665.974,2826.45
666.056,2970.36
666.138,3110.76
666.219,3095.76
666.301,3238.11
666.383,3351.81
666.464,3443.46
666.546,3499.64
666.627,3606.81
666.709,3784.7
666.791,3985.14
666.872,4084.41
666.954,4274.01
667.035,4444.45
667.117,4484.28
667.199,4681.27
667.28,4840.81
667.362,4908.61
667.443,5201.98
667.525,5429.17
667.607,5497.4
667.688,5643.72
667.77,5727.7
667.851,5770.37
667.933,5891.03
668.015,5975.65
668.096,6122.04
668.178,6137.6
668.259,6273.45
668.341,6317.73
668.423,6392.82
668.504,6299.57
668.586,6274.71
668.667,6161.63
668.749,5777.47
668.83,5521.96
668.912,5316.61
668.994,5192.38
669.075,5044.53
669.157,5008.07
669.238,5075.6
669.32,5095.67
669.401,5284.81
669.483,5321.9
669.564,5575.2
669.646,5559.16
669.728,5525.46
669.809,5629.11
669.891,5567.65
669.972,5568.51
670.054,5668.55
670.135,5702.53
670.217,5692.07
670.298,5926.19
670.38,6011.89
670.461,6085.22
670.543,6184.28
670.625,5977.82
670.706,5752.32
670.788,5272.42
670.869,4803.53
670.951,4562.04
671.032,4368.43
671.114,4443.71
671.195,4786.95
671.277,5096.89
671.358,5370.44
671.44,5669.37
671.521,5692.15
671.603,5466.56
671.684,5048.32
671.766,4290.02
671.847,3540.07
671.929,2895.52
672.01,2400.21
